Month,순위,제목,저자,출판사,판매지수,출판 년월,Genre
8,1,당신이 누군가를 죽였다,히가시노 게이고,북다,"판매지수 139,488",2024년 07월,Mystery
8,2,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"판매지수 361,692",2021년 12월,History
8,3,백설공주에게 죽음을 (특별판),넬레 노이하우스,북로드,"판매지수 39,837",2024년 05월,Mystery
8,4,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 133,161",2022년 05월,Fantasy
8,5,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름,"판매지수 15,198",2024년 07월,Romance
8,6,아이가 없는 집,알렉스 안도릴,필름,"판매지수 43,044",2024년 06월,Mystery
8,7,데뷔 못 하면 죽는 병 걸림 3부 초판 한정 굿즈박스 세트,백덕수,위시북스,"판매지수 22,245",2024년 12월,Fantasy
8,8,지구 끝의 온실,김초엽,자이언트북스,"판매지수 57,006",2021년 08월,SF
8,9,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월,SF
8,10,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"판매지수 60,555",2021년 05월,SF
8,11,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월,Mystery
8,12,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월,SF
8,13,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월,Mystery
8,14,범도 1,방현석,문학동네,"판매지수 9,318",2023년 06월,History
8,15,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월,SF
8,16,히든 픽처스,제이슨 르쿨락,문학수첩,"판매지수 25,368",2024년 05월,Mystery
8,17,인어 사냥,차인표,해결책,"판매지수 15,672",2022년 10월,Fantasy
8,18,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 59,394",2020년 07월,Fantasy
8,19,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월,Romance
8,20,해리포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 35,988",2019년 11월,Fantasy
8,21,범도 2,방현석,문학동네,"판매지수 8,682",2023년 06월,History
8,22,은하수를 여행하는 히치하이커를 위한 안내서 1,더글러스 애덤스,책세상,"판매지수 10,500",2004년 12월,SF
8,23,이름 없는 여자의 여덟 가지 인생,이미리내,위즈덤하우스,"판매지수 9,150",2024년 07월,History
8,24,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,743",2021년 07월,Fantasy
8,25,해리포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 30,108",2019년 11월,Fantasy
8,26,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월,Mystery
8,27,가연물 可燃物,요네자와 호노부,리드비(READbie),"판매지수 10,740",2024년 08월,Mystery
8,28,적산가옥의 유령,조예은,현대문학,"판매지수 12,330",2024년 06월,Mystery
8,29,오렌지와 빵칼,청예,허블,"판매지수 10,533",2024년 07월,Mystery
8,30,말하고 싶은 비밀 Vol.2,사쿠라 이이요,모모,"판매지수 15,480",2024년 07월,Romance
8,31,2023년생,듀나,폴라북스,"판매지수 2,694",2024년 08월,SF
8,32,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월,Mystery
8,33,데뷔 못 하면 죽는 병 걸림 3부 초판 양장본 세트,백덕수,위시북스,"판매지수 8,913",2024년 12월,Fantasy
8,34,카지노,김진명,새움,"판매지수 20,130",2022년 12월,Mystery
8,35,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월,Mystery
8,36,걷는 망자,미쓰다 신조,리드비(READbie),"판매지수 5,136",2024년 07월,Mystery
8,37,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월,Mystery
8,38,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월,Romance
8,39,해리포터와 비밀의 방 1,J.K. 롤링,문학수첩,"판매지수 19,068",2019년 11월,Fantasy
8,40,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월,Mystery
8,41,해리포터와 비밀의 방 2,J.K. 롤링,문학수첩,"판매지수 17,712",2019년 11월,Fantasy
8,42,셰이커,이희영,래빗홀,"판매지수 22,065",2024년 05월,Fantasy
8,43,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월,SF
8,44,남은 인생 10년,고사카 루카,모모,"판매지수 29,397",2024년 03월,Romance
8,45,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월,Mystery
8,46,해리포터와 아즈카반의 죄수 1,J.K. 롤링,문학수첩,"판매지수 13,632",2019년 11월,Fantasy
8,47,2인조,정해연,엘릭시르,"판매지수 3,912",2024년 07월,Mystery
8,48,십계,유키 하루오,블루홀6,"판매지수 6,036",2024년 07월,Mystery
8,49,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월,Mystery
8,50,해리포터와 아즈카반의 죄수 2,J.K. 롤링,문학수첩,"판매지수 13,218",2019년 11월,Fantasy
8,51,내일의 으뜸,김빵,다향,"판매지수 57,792",2024년 05월,Fantasy
8,52,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
8,53,"고양이 식당, 추억을 요리합니다",다카하시 유타,빈페이지,"판매지수 11,820",2023년 05월,Fantasy
8,54,전지적 독자 시점 PART 1 - 01,싱숑,비채,"판매지수 19,179",2022년 01월,Fantasy
8,55,해리포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 12,006",2019년 11월,Fantasy
8,56,"아서 코난 도일, 선상 미스터리 단편 컬렉션",아서 코난 도일,센텐스,"판매지수 3,036",2024년 08월,Mystery
8,57,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
8,58,해리포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 11,706",2019년 11월,Fantasy
8,59,마력의 태동,히가시노 게이고,현대문학,"판매지수 9,126",2019년 01월,Mystery
8,60,전지적 독자 시점 PART 1 - 02,싱숑,비채,"판매지수 16,500",2022년 01월,Fantasy
8,61,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월,Romance
8,62,제노사이드,다카노 가즈아키,황금가지,"판매지수 10,833",2012년 06월,Mystery
8,63,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월,Romance
8,64,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월,Mystery
8,65,활자잔혹극,루스 렌들,북스피어,"판매지수 7,092",2024년 06월,Mystery
8,66,해리포터와 불의 잔 3,J.K. 롤링,문학수첩,"판매지수 10,986",2019년 11월,Fantasy
8,67,살육에 이르는 병,아비코 다케마루,검은숲,"판매지수 10,866",2016년 07월,Horror
8,68,전지적 독자 시점 PART 2 - 01,싱숑,비채,"판매지수 15,270",2023년 01월,Fantasy
8,69,전지적 독자 시점 PART 2 - 02,싱숑,비채,"판매지수 15,576",2023년 01월,Fantasy
8,70,미 비포 유,조조 모예스,다산책방,"판매지수 13,452",2024년 04월,Romance
8,71,전지적 독자 시점 PART 2 - 03,싱숑,비채,"판매지수 15,672",2023년 01월,Fantasy
8,72,용의자들,정해연,위즈덤하우스,"판매지수 8,340",2024년 05월,Mystery
8,73,해리포터와 불의 잔 4,J.K. 롤링,문학수첩,"판매지수 10,890",2019년 11월,Fantasy
8,74,전지적 독자 시점 PART 3 - 01,싱숑,비채,"판매지수 15,684",2023년 01월,Fantasy
8,75,수상한 한의원,배명은,텍스티(TXTY),"판매지수 35,157",2024년 01월,Fantasy
8,76,해리포터 5~7부 세트,J.K. 롤링,문학수첩,"판매지수 12,558",2020년 02월,Fantasy
8,77,과거로 돌아가는 역,시미즈 하루키,빈페이지,"판매지수 2,946",2024년 08월,Fantasy
8,78,귀매,유은지,문학동네,"판매지수 2,538",2024년 07월,Mystery
8,79,전지적 독자 시점 PART 1 - 08,싱숑,비채,"판매지수 14,304",2022년 01월,Fantasy
8,80,전지적 독자 시점 PART 3 - 02,싱숑,비채,"판매지수 15,498",2023년 01월,Fantasy
8,81,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월,Mystery
8,82,전지적 독자 시점 PART 4 - 02,싱숑,비채,"판매지수 15,126",2023년 09월,Fantasy
8,83,전지적 독자 시점 PART 3 - 03,싱숑,비채,"판매지수 15,090",2023년 01월,Fantasy
8,84,당신을 기다리고 있어,김보영,새파란상상 (파란미디어),"판매지수 11,112",2020년 05월,SF
8,85,홀리,스티븐 킹,황금가지,"판매지수 6,810",2024년 08월,Mystery
8,86,전지적 독자 시점 PART 4 - 03,싱숑,비채,"판매지수 15,024",2023년 09월,Fantasy
8,87,은하수를 여행하는 히치하이커를 위한 안내서 2,더글러스 애덤스,책세상,"판매지수 4,299",2004년 12월,SF
8,88,전지적 독자 시점 PART 5 - 01,싱숑,비채,"판매지수 15,396",2023년 09월,Fantasy
8,89,전지적 독자 시점 PART 4 - 01,싱숑,비채,"판매지수 14,712",2023년 09월,Fantasy
8,90,전지적 독자 시점 PART 5 - 02,싱숑,비채,"판매지수 15,792",2023년 09월,Fantasy
8,91,전지적 독자 시점 PART 4 - 04,싱숑,비채,"판매지수 15,084",2023년 09월,Fantasy
8,92,당신 인생의 이야기,테드 창,엘리,"판매지수 19,269",2016년 10월,SF
8,93,전지적 독자 시점 PART 1 - 07,싱숑,비채,"판매지수 13,566",2022년 01월,Fantasy
8,94,전지적 독자 시점 PART 1 - 03,싱숑,비채,"판매지수 15,264",2022년 01월,Fantasy
8,95,마션,앤디 위어,알에이치코리아(RHK),"판매지수 13,500",2021년 05월,SF
8,96,방주,유키 하루오,블루홀6,"판매지수 11,517",2023년 02월,Mystery
8,97,전지적 독자 시점 PART 1 - 06,싱숑,비채,"판매지수 13,866",2022년 01월,Fantasy
8,98,전지적 독자 시점 PART 1 - 05,싱숑,비채,"판매지수 13,602",2022년 01월,Fantasy
8,99,전지적 독자 시점 PART 1 - 04,싱숑,비채,"판매지수 14,394",2022년 01월,Fantasy
8,100,고백,미나토 가나에,비채,"판매지수 10,290",2018년 08월,Horror
9,1,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"판매지수 361,692",2021년 12월,History
9,2,당신이 누군가를 죽였다,히가시노 게이고,북다,"판매지수 139,488",2024년 07월,Mystery
9,3,백설공주에게 죽음을 (특별판),넬레 노이하우스,북로드,"판매지수 39,837",2024년 05월,Mystery
9,4,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 133,161",2022년 05월,Fantasy
9,5,데뷔 못 하면 죽는 병 걸림 3부 초판 한정 굿즈박스 세트,백덕수,위시북스,"판매지수 22,245",2024년 12월,Fantasy
9,6,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월,Mystery
9,7,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월,SF
9,8,카스트라토,표창원,&(앤드),"판매지수 11,406",2024년 09월,Mystery
9,9,남은 인생 10년,고사카 루카,모모,"판매지수 29,397",2024년 03월,Romance
9,10,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"판매지수 60,555",2021년 05월,SF
9,11,아이가 없는 집,알렉스 안도릴,필름,"판매지수 43,044",2024년 06월,Mystery
9,12,인어 사냥,차인표,해결책,"판매지수 15,672",2022년 10월,Fantasy
9,13,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월,Romance
9,14,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월,Mystery
9,15,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 59,394",2020년 07월,Fantasy
9,16,홀리,스티븐 킹,황금가지,"판매지수 6,810",2024년 08월,Mystery
9,17,가연물 可燃物,요네자와 호노부,리드비(READbie),"판매지수 10,740",2024년 08월,Mystery
9,18,사랑 후에 오는 것들 세트,공지영,소담출판사,"판매지수 38,745",2024년 08월,Romance
9,19,해리포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 35,988",2019년 11월,Fantasy
9,20,해리포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 30,108",2019년 11월,Fantasy
9,21,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월,SF
9,22,지구 끝의 온실,김초엽,자이언트북스,"판매지수 57,006",2021년 08월,SF
9,23,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월,SF
9,24,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,743",2021년 07월,Fantasy
9,25,데뷔 못 하면 죽는 병 걸림 3부 초판 양장본 세트,백덕수,위시북스,"판매지수 8,913",2024년 12월,Fantasy
9,26,히든 픽처스,제이슨 르쿨락,문학수첩,"판매지수 25,368",2024년 05월,Mystery
9,27,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월,Mystery
9,28,청과 부동명왕,미야베 미유키,북스피어,"판매지수 4,758",2024년 09월,Mystery
9,29,말하고 싶은 비밀 Vol.2,사쿠라 이이요,모모,"판매지수 15,480",2024년 07월,Romance
9,30,카지노,김진명,새움,"판매지수 20,130",2022년 12월,Mystery
9,31,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월,Mystery
9,32,해리포터와 비밀의 방 1,J.K. 롤링,문학수첩,"판매지수 19,068",2019년 11월,Fantasy
9,33,해리포터와 비밀의 방 2,J.K. 롤링,문학수첩,"판매지수 17,712",2019년 11월,Fantasy
9,34,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름,"판매지수 15,198",2024년 07월,Romance
9,35,이름 없는 여자의 여덟 가지 인생,이미리내,위즈덤하우스,"판매지수 9,150",2024년 07월,History
9,36,숨겨진 건 죽음,앤터니 호로비츠,열린책들,"판매지수 2,964",2024년 08월,Mystery
9,37,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월,Mystery
9,38,살인 재능,피터 스완슨,푸른숲,"판매지수 3,126",2024년 08월,Mystery
9,39,악마의 계약서는 만기 되지 않는다,리러하,팩토리나인,"판매지수 5,370",2022년 08월,Mystery
9,40,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월,Romance
9,41,해리포터와 아즈카반의 죄수 1,J.K. 롤링,문학수첩,"판매지수 13,632",2019년 11월,Fantasy
9,42,해리포터와 아즈카반의 죄수 2,J.K. 롤링,문학수첩,"판매지수 13,218",2019년 11월,Fantasy
9,43,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월,Mystery
9,44,적산가옥의 유령,조예은,현대문학,"판매지수 12,330",2024년 06월,Mystery
9,45,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월,Mystery
9,46,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월,Mystery
9,47,해리포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 11,706",2019년 11월,Fantasy
9,48,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월,SF
9,49,심판,베르나르 베르베르,열린책들,"판매지수 17,298",2020년 08월,SF
9,50,해리포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 12,006",2019년 11월,Fantasy
9,51,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월,Mystery
9,52,오렌지와 빵칼,청예,허블,"판매지수 10,533",2024년 07월,Mystery
9,53,전지적 독자 시점 PART 1 - 01,싱숑,비채,"판매지수 19,179",2022년 01월,Fantasy
9,54,미키7 소설 세트,에드워드 애슈턴,황금가지,"판매지수 8,538",2023년 11월,SF
9,55,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월,Mystery
9,56,당신 인생의 이야기,테드 창,엘리,"판매지수 19,269",2016년 10월,SF
9,57,은하수를 여행하는 히치하이커를 위한 안내서 1,더글러스 애덤스,책세상,"판매지수 10,500",2004년 12월,SF
9,58,해리포터와 불의 잔 4,J.K. 롤링,문학수첩,"판매지수 10,890",2019년 11월,Fantasy
9,59,셰이커,이희영,래빗홀,"판매지수 22,065",2024년 05월,Fantasy
9,60,해리포터와 불의 잔 3,J.K. 롤링,문학수첩,"판매지수 10,986",2019년 11월,Fantasy
9,61,전지적 독자 시점 PART 1 - 02,싱숑,비채,"판매지수 16,500",2022년 01월,Fantasy
9,62,방주,유키 하루오,블루홀6,"판매지수 11,517",2023년 02월,Mystery
9,63,전지적 독자 시점 PART 4 - 01,싱숑,비채,"판매지수 14,712",2023년 09월,Fantasy
9,64,전지적 독자 시점 PART 3 - 03,싱숑,비채,"판매지수 15,090",2023년 01월,Fantasy
9,65,전지적 독자 시점 PART 1 - 03,싱숑,비채,"판매지수 15,264",2022년 01월,Fantasy
9,66,전지적 독자 시점 PART 4 - 02,싱숑,비채,"판매지수 15,126",2023년 09월,Fantasy
9,67,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
9,68,전지적 독자 시점 PART 5 - 01,싱숑,비채,"판매지수 15,396",2023년 09월,Fantasy
9,69,전지적 독자 시점 PART 3 - 02,싱숑,비채,"판매지수 15,498",2023년 01월,Fantasy
9,70,전지적 독자 시점 PART 2 - 03,싱숑,비채,"판매지수 15,672",2023년 01월,Fantasy
9,71,전지적 독자 시점 PART 3 - 01,싱숑,비채,"판매지수 15,684",2023년 01월,Fantasy
9,72,전지적 독자 시점 PART 1 - 06,싱숑,비채,"판매지수 13,866",2022년 01월,Fantasy
9,73,전지적 독자 시점 PART 5 - 02,싱숑,비채,"판매지수 15,792",2023년 09월,Fantasy
9,74,전지적 독자 시점 PART 4 - 04,싱숑,비채,"판매지수 15,084",2023년 09월,Fantasy
9,75,전지적 독자 시점 PART 4 - 03,싱숑,비채,"판매지수 15,024",2023년 09월,Fantasy
9,76,전지적 독자 시점 PART 2 - 02,싱숑,비채,"판매지수 15,576",2023년 01월,Fantasy
9,77,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
9,78,범도 2,방현석,문학동네,"판매지수 8,682",2023년 06월,History
9,79,전지적 독자 시점 PART 1 - 04,싱숑,비채,"판매지수 14,394",2022년 01월,Fantasy
9,80,해리 포터와 아즈카반의 죄수 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 21,231",2023년 10월,Fantasy
9,81,전지적 독자 시점 PART 1 - 05,싱숑,비채,"판매지수 13,602",2022년 01월,Fantasy
9,82,해리포터 5~7부 세트,J.K. 롤링,문학수첩,"판매지수 12,558",2020년 02월,Fantasy
9,83,미 비포 유,조조 모예스,다산책방,"판매지수 13,452",2024년 04월,Romance
9,84,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월,Mystery
9,85,전지적 독자 시점 PART 2 - 01,싱숑,비채,"판매지수 15,270",2023년 01월,Fantasy
9,86,전지적 독자 시점 PART 1 - 08,싱숑,비채,"판매지수 14,304",2022년 01월,Fantasy
9,87,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월,Romance
9,88,전지적 독자 시점 PART 1 - 07,싱숑,비채,"판매지수 13,566",2022년 01월,Fantasy
9,89,당신을 기다리고 있어,김보영,새파란상상 (파란미디어),"판매지수 11,112",2020년 05월,SF
9,90,해리포터 1~4부 세트,J.K. 롤링,문학수첩,"판매지수 10,554",2019년 11월,Fantasy
9,91,범도 1,방현석,문학동네,"판매지수 9,318",2023년 06월,History
9,92,내일의 으뜸,김빵,다향,"판매지수 57,792",2024년 05월,Fantasy
9,93,지구 생물체는 항복하라,정보라,래빗홀,"판매지수 10,866",2024년 01월,SF
9,94,"나는 내일, 어제의 너와 만난다",나나츠키 타카후미,영상출판미디어,"판매지수 10,890",2016년 02월,Romance
9,95,이끼숲,천선란,자이언트북스,"판매지수 9,246",2023년 05월,SF
9,96,마력의 태동,히가시노 게이고,현대문학,"판매지수 9,126",2019년 01월,Mystery
9,97,[예스리커버] 고양이 합본판,베르나르 베르베르,열린책들,"판매지수 5,898",2023년 04월,SF
9,98,해리 포터와 마법사의 돌 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 19,407",2020년 10월,Fantasy
9,99,고백,미나토 가나에,비채,"판매지수 10,290",2018년 08월,Horror
9,100,"고양이 식당, 추억을 요리합니다",다카하시 유타,빈페이지,"판매지수 11,820",2023년 05월,Fantasy
10,1,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"판매지수 361,692",2021년 12월,History
10,2,사랑 후에 오는 것들 세트,공지영,소담출판사,"판매지수 38,745",2024년 08월,Romance
10,3,당신이 누군가를 죽였다,히가시노 게이고,북다,"판매지수 139,488",2024년 07월,Mystery
10,4,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 133,161",2022년 05월,Fantasy
10,5,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월,SF
10,6,백설공주에게 죽음을 (특별판),넬레 노이하우스,북로드,"판매지수 39,837",2024년 05월,Mystery
10,7,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월,Mystery
10,8,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월,Mystery
10,9,지구 끝의 온실,김초엽,자이언트북스,"판매지수 57,006",2021년 08월,SF
10,10,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월,SF
10,11,까멜리아 싸롱,고수리,클레이하우스,"판매지수 10,524",2024년 10월,Fantasy
10,12,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"판매지수 60,555",2021년 05월,SF
10,13,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월,SF
10,14,남은 인생 10년,고사카 루카,모모,"판매지수 29,397",2024년 03월,Romance
10,15,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 59,394",2020년 07월,Fantasy
10,16,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월,SF
10,17,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월,Romance
10,18,히든 픽처스,제이슨 르쿨락,문학수첩,"판매지수 25,368",2024년 05월,Mystery
10,19,엘리펀트 헤드,시라이 토모유키,내친구의서재,"판매지수 9,210",2024년 10월,Mystery
10,20,해리포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 35,988",2019년 11월,Fantasy
10,21,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,743",2021년 07월,Fantasy
10,22,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월,Mystery
10,23,노트북,니콜라스 스파크스,모모,"판매지수 13,983",2024년 05월,Romance
10,24,해리포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 30,108",2019년 11월,Fantasy
10,25,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월,Mystery
10,26,아이가 없는 집,알렉스 안도릴,필름,"판매지수 43,044",2024년 06월,Mystery
10,27,묵향 38,전동조,스카이BOOK,"판매지수 4,788",2024년 10월,Fantasy
10,28,카지노,김진명,새움,"판매지수 20,130",2022년 12월,Mystery
10,29,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월,Mystery
10,30,회생의 갈림길,마이클 코넬리,알에이치코리아(RHK),"판매지수 4,530",2024년 10월,Mystery
10,31,카스트라토,표창원,&(앤드),"판매지수 11,406",2024년 09월,Mystery
10,32,인어 사냥,차인표,해결책,"판매지수 15,672",2022년 10월,Fantasy
10,33,말하고 싶은 비밀 Vol.2,사쿠라 이이요,모모,"판매지수 15,480",2024년 07월,Romance
10,34,사랑 후에 오는 것들 (공지영),공지영,소담출판사,"판매지수 5,622",2024년 08월,Romance
10,35,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월,Mystery
10,36,사랑 후에 오는 것들 (츠지 히토나리),츠지 히토나리,소담출판사,"판매지수 4,668",2024년 08월,Romance
10,37,해리포터와 비밀의 방 1,J.K. 롤링,문학수첩,"판매지수 19,068",2019년 11월,Fantasy
10,38,해리포터와 비밀의 방 2,J.K. 롤링,문학수첩,"판매지수 17,712",2019년 11월,Fantasy
10,39,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월,Mystery
10,40,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월,Romance
10,41,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월,Mystery
10,42,가연물 可燃物,요네자와 호노부,리드비(READbie),"판매지수 10,740",2024년 08월,Mystery
10,43,홀리,스티븐 킹,황금가지,"판매지수 6,810",2024년 08월,Mystery
10,44,해리포터와 불의 잔 3,J.K. 롤링,문학수첩,"판매지수 10,986",2019년 11월,Fantasy
10,45,해리포터와 불의 잔 4,J.K. 롤링,문학수첩,"판매지수 10,890",2019년 11월,Fantasy
10,46,해리포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 12,006",2019년 11월,Fantasy
10,47,전지적 독자 시점 PART 1 - 01,싱숑,비채,"판매지수 19,179",2022년 01월,Fantasy
10,48,해리포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 11,706",2019년 11월,Fantasy
10,49,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름,"판매지수 15,198",2024년 07월,Romance
10,50,해리포터와 아즈카반의 죄수 1,J.K. 롤링,문학수첩,"판매지수 13,632",2019년 11월,Fantasy
10,51,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월,Mystery
10,52,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월,Mystery
10,53,해리포터와 아즈카반의 죄수 2,J.K. 롤링,문학수첩,"판매지수 13,218",2019년 11월,Fantasy
10,54,"나는 내일, 어제의 너와 만난다",나나츠키 타카후미,영상출판미디어,"판매지수 10,890",2016년 02월,Romance
10,55,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월,Mystery
10,56,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월,Romance
10,57,고백,미나토 가나에,비채,"판매지수 10,290",2018년 08월,Horror
10,58,화산귀환 1,비가,러프미디어,"판매지수 5,250",2023년 06월,Muhyop
10,59,당신 인생의 이야기,테드 창,엘리,"판매지수 19,269",2016년 10월,SF
10,60,심판,베르나르 베르베르,열린책들,"판매지수 17,298",2020년 08월,SF
10,61,전지적 독자 시점 PART 2 - 02,싱숑,비채,"판매지수 15,576",2023년 01월,Fantasy
10,62,이름 없는 여자의 여덟 가지 인생,이미리내,위즈덤하우스,"판매지수 9,150",2024년 07월,History
10,63,전지적 독자 시점 PART 2 - 01,싱숑,비채,"판매지수 15,270",2023년 01월,Fantasy
10,64,셰이커,이희영,래빗홀,"판매지수 22,065",2024년 05월,Fantasy
10,65,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월,Fantasy
10,66,살육에 이르는 병,아비코 다케마루,검은숲,"판매지수 10,866",2016년 07월,Horror
10,67,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,089",2024년 01월,Fantasy
10,68,전지적 독자 시점 PART 5 - 02,싱숑,비채,"판매지수 15,792",2023년 09월,Fantasy
10,69,전지적 독자 시점 PART 2 - 03,싱숑,비채,"판매지수 15,672",2023년 01월,Fantasy
10,70,청과 부동명왕,미야베 미유키,북스피어,"판매지수 4,758",2024년 09월,Mystery
10,71,적산가옥의 유령,조예은,현대문학,"판매지수 12,330",2024년 06월,Mystery
