Month,Rank,Title,Author,Publisher,Sales Point,Publication Month
11월,44,표범,주세페 토마시 디 람페두사,민음사,"4,165",2024년 11월
11월,45,당신이 누군가를 죽였다,히가시노 게이고,북다,"67,552",2024년 7월
11월,46,아이언 플레임 1,레베카 야로스,북폴리오,"28,505",2024년 11월
11월,47,푸른 들판을 걷다,클레어 키건,다산책방,"43,122",2024년 8월
11월,48,둔색환시행,온다 리쿠,시공사,"5,415",2024년 11월
11월,49,위키드 1,그레고리 머과이어,민음사,"9,875",2024년 11월
11월,50,스피노자의 진찰실,나쓰카와 소스케,알토북스,세일즈 포인트 정보 없음,2024년 12월
11월,51,인간 실격,다자이 오사무,민음사,"81,492",2004년 5월
11월,52,1984,조지 오웰,민음사,"68,228",2003년 6월
11월,53,노랑무늬영원,한강,문학과지성사,"46,587",2018년 11월
11월,54,맡겨진 소녀,클레어 키건,다산책방,"86,363",2023년 4월
11월,55,홍학의 자리,정해연,엘릭시르,"45,113",2021년 7월
11월,56,데미안,헤르만 헤세,민음사,"103,297",2000년 12월
11월,57,엘리펀트 헤드,시라이 도모유키,내친구의서재,"17,860",2024년 10월
11월,58,비눗방울 퐁,이유리,민음사,"7,690",2024년 11월
11월,59,헬로 뷰티풀,앤 나폴리타노,복복서가,세일즈 포인트 정보 없음,2024년 8월
11월,60,비 그친 오후의 헌책방,야기사와 사토시,다산책방,"24,739",2024년 8월
11월,61,이별하는 방법을 가르쳐줘,이치조 미사키,모모,"8,310",2024년 11월
11월,62,두 사람의 인터내셔널,김기태,문학동네,"62,847",2024년 5월
11월,63,대도시의 사랑법,박상영,창비,"42,271",2019년 6월
11월,64,비 그친 오후의 헌책방 2,야기사와 사토시,다산책방,"5,740",2024년 11월
11월,66,눈물상자,한강,문학동네,"41,439",2008년 5월
11월,67,기묘한 이야기들,올가 토카르추크,민음사,"10,210",2024년 10월
11월,68,세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,"54,758",2022년 5월
11월,69,브람스를 좋아하세요...,프랑수아즈 사강,민음사,"38,839",2008년 5월
11월,70,나는 소망한다 내게 금지된 것을,양귀자,쓰다,"41,368",2019년 4월
11월,71,우연은 비켜 가지 않는다,줄리언 반스,다산책방,"38,300",2024년 9월
11월,72,포스 윙 (일러스트 표지 에디션),레베카 야로스,북폴리오,"35,463",2024년 6월
11월,73,리틀 라이프 1,한야 야나기하라,시공사,"65,757",2016년 6월
11월,74,음악소설집 音樂小說集,김애란,프란츠,"37,545",2024년 6월
11월,75,이방인,알베르 카뮈,민음사,"58,642",2019년 9월
11월,76,마녀의 여행 20,시라이시 죠우기,㈜소미미디어,"4,795",2024년 11월
11월,77,밤이 끝나는 곳,온다 리쿠,시공사,"4,380",2024년 11월
11월,78,1984 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"31,243",2020년 6월
11월,79,불편한 편의점 (벚꽃 에디션),김호연,나무옆의자,"186,097",2021년 4월
11월,80,흐르는 강물처럼,셸리 리드,다산책방,"44,205",2024년 1월
11월,81,괴테와의 대화 1,요한 페터 에커만,민음사,"13,003",2008년 5월
11월,82,노르웨이의 숲,무라카미 하루키,민음사,세일즈 포인트 정보 없음,2017년 8월
11월,83,내가 되는 꿈 (리커버),최진영,현대문학,"18,777",2021년 2월
11월,84,참을 수 없는 존재의 가벼움 (리커버),밀란 쿤데라,민음사,"70,351",2018년 6월
11월,85,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"36,452",2021년 5월
11월,86,트렁크 (리마스터판),김려령,창비,"10,955",2024년 10월
11월,87,빛이 이끄는 곳으로,백희성,북로망스,"36,437",2024년 8월
11월,88,삼국지 원전 완역판 세트 - 전10권,요시카와 에이지,코너스톤,"25,828",2020년 3월
11월,89,동물농장,조지 오웰,민음사,"72,757",1998년 8월
11월,90,8월은 악마의 달,에드나 오브라이언,민음사,"4,890",2024년 10월
11월,91,위키드 2,그레고리 머과이어,민음사,"6,220",2024년 11월
11월,92,연남동 빙굴빙굴 빨래방,김지윤,팩토리나인,세일즈 포인트 정보 없음,2023년 8월
11월,93,악스트 Axt 2024.11.12,악스트 편집부,은행나무,"3,230",2024년 11월
11월,94,리틀 라이프 2,한야 야나기하라,시공사,"52,687",2016년 6월
11월,95,파과 (리커버),구병모,위즈덤하우스,"39,243",2018년 4월
11월,96,천 개의 파랑,천선란,허블,"37,844",2020년 8월
11월,97,한강 : 회복하는 인간 Convalescence,한강,도서출판 아시아,"27,609",2013년 6월
11월,98,불편한 편의점 2 (단풍 에디션),김호연,나무옆의자,"55,894",2022년 8월
11월,99,2024 제15회 젊은작가상 수상작품집,김멜라,문학동네,"40,429",2024년 3월
11월,100,몬스터 1,넬레 노이하우스,북로드,"10,140",2024년 10월
12월,1,소년이 온다,한강,창비,"1,544,378",2014년 5월
12월,2,작별하지 않는다,한강,문학동네,"1,025,288",2021년 9월
12월,3,채식주의자 (리마스터판),한강,창비,"930,168",2022년 3월
12월,4,이처럼 사소한 것들,클레어 키건,다산책방,"236,370",2023년 11월
12월,5,작은 땅의 야수들,김주혜,다산책방,"122,660",2023년 6월
12월,6,흰,한강,문학동네,"333,522",2018년 4월
12월,8,어두운 바다의 등불이 되어 세트 (1~4),연산호,비채,"19,650",2024년 12월
12월,9,대온실 수리 보고서,김금희,창비,"82,050",2024년 10월
12월,10,희랍어 시간,한강,문학동네,"202,986",2011년 11월
12월,11,미로 속 아이,기욤 뮈소,밝은세상,"41,870",2024년 12월
12월,12,우연은 비켜 가지 않는다,줄리언 반스,다산책방,"38,300",2024년 9월
12월,13,한강 스페셜 에디션 (작별하지 않는다 + 흰 + 검은 사슴 + 필사 노트),한강,문학동네,"52,320",2024년 12월
12월,14,이중 하나는 거짓말 (니트 에디션) (3종 중 1종 랜덤),김애란,문학동네,세일즈 포인트 정보 없음,2024년 12월
12월,15,모순,양귀자,쓰다,"165,396",2013년 4월
12월,16,급류,정대건,민음사,"61,761",2022년 12월
12월,17,두 사람의 인터내셔널,김기태,문학동네,"62,847",2024년 5월
12월,19,내 삶의 글쓰기,빌 루어바흐,한즈미디어(한스미디어),세일즈 포인트 정보 없음,2023년 2월
12월,20,고마워요,이시노리,초록귤(우리학교),세일즈 포인트 정보 없음,2024년 12월
12월,21,셰리,시도니 가브리엘 콜레트,녹색광선,"15,620",2024년 12월
12월,22,데미안 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"93,420",2017년 1월
12월,23,언젠가 우리가 같은 별을 바라본다면,차인표,해결책,"134,819",2021년 12월
12월,24,아이언 플레임 2,레베카 야로스,북폴리오,"25,510",2024년 12월
12월,25,겨울철 한정 봉봉 쇼콜라 사건 - 하,요네자와 호노부,엘릭시르,"18,990",2024년 12월
12월,26,맡겨진 소녀,클레어 키건,다산책방,"86,363",2023년 4월
12월,27,겨울철 한정 봉봉 쇼콜라 사건 - 상,요네자와 호노부,엘릭시르,"19,570",2024년 12월
12월,28,[큰글자도서] 소년이 온다 1,한강,창비,"23,021",2017년 2월
12월,29,"바람이 분다, 가라",한강,문학과지성사,"91,007",2010년 2월
12월,31,타임 셸터,게오르기 고스포디노프,문학동네,"20,650",2024년 11월
12월,32,딕테,차학경,문학사상,"79,680",2024년 11월
12월,33,스타터 빌런,존 스칼지,구픽,세일즈 포인트 정보 없음,2024년 12월
12월,34,여수의 사랑,한강,문학과지성사,"76,845",2018년 11월
12월,35,검은 사슴,한강,문학동네,"54,028",2017년 12월
12월,36,타운하우스,전지영,창비,"9,290",2024년 12월
12월,38,데미안,헤르만 헤세,민음사,"103,297",2000년 12월
12월,39,먼 산의 기억,오르한 파묵,민음사,세일즈 포인트 정보 없음,2024년 11월
12월,40,구의 증명,최진영,은행나무,"70,465",2023년 4월
12월,41,모우어,천선란,문학동네,"46,895",2024년 11월
12월,42,소설 보다 : 겨울 2024,성혜령,문학과지성사,"15,940",2024년 12월
12월,43,우리에게 남은 시간 46일,이설,하이스트,"18,137",2024년 2월
12월,44,크리스마스 캐럴,찰스 디킨스,민음사,"7,300",2024년 12월
12월,45,라이프 임파서블,매트 헤이그,인플루엔셜(주),"17,990",2024년 11월
12월,46,좋아하는 마음 없이,김지연,현대문학,"11,830",2024년 12월
12월,47,나의 돈키호테 (꿈의 책장 에디션),김호연,나무옆의자,세일즈 포인트 정보 없음,2024년 4월
12월,48,푸른 들판을 걷다,클레어 키건,다산책방,"43,122",2024년 8월
12월,49,나는 소망한다 내게 금지된 것을,양귀자,쓰다,"41,368",2019년 4월
12월,50,새들이 남쪽으로 가는 날,리사 리드센,북파머스,세일즈 포인트 정보 없음,2024년 12월
12월,51,존재의 모든 것을,시오타 타케시,리드비,세일즈 포인트 정보 없음,2024년 12월
12월,52,당신이 누군가를 죽였다,히가시노 게이고,북다,"67,552",2024년 7월
12월,53,눈물상자,한강,문학동네,"41,439",2008년 5월
12월,54,면도날,서머싯 몸,민음사,"35,296",2009년 6월
12월,55,예언자의 노래,폴 린치,은행나무,"17,515",2024년 11월
12월,57,홍학의 자리,정해연,엘릭시르,"45,113",2021년 7월
12월,58,포스 윙 (일러스트 표지 에디션),레베카 야로스,북폴리오,"35,463",2024년 6월
12월,59,싯다르타,헤르만 헤세,민음사,"56,030",2002년 1월
12월,60,노랑무늬영원,한강,문학과지성사,"46,587",2018년 11월
12월,62,스파이 코스트,테스 게리첸,미래지향,"11,925",2024년 11월
12월,63,아리아드네의 목소리,이노우에 마기,블루홀식스(블루홀6),세일즈 포인트 정보 없음,2024년 12월
12월,64,영원한 천국,정유정,은행나무,"80,267",2024년 8월
12월,65,아이언 플레임 1,레베카 야로스,북폴리오,"28,505",2024년 11월
12월,66,내 여자의 열매,한강,문학과지성사,"51,537",2018년 11월
12월,67,삼국지 원전 완역판 세트 - 전10권,요시카와 에이지,코너스톤,"25,828",2020년 3월
12월,68,비정근,히가시노 게이고,하빌리스,세일즈 포인트 정보 없음,2024년 12월
12월,69,흐르는 강물처럼,셸리 리드,다산책방,"44,205",2024년 1월
12월,70,1984,조지 오웰,민음사,"68,228",2003년 6월
12월,71,1984 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"31,243",2020년 6월
12월,73,금발의 정령사 3부 박스 세트 - 전6권,글비,오드아이,"6,630",2024년 12월
12월,74,프로젝트 헤일메리,앤디 위어,알에이치코리아(RHK),"36,452",2021년 5월
12월,75,리틀 라이프 1,한야 야나기하라,시공사,"65,757",2016년 6월
12월,76,해리 포터와 마법사의 돌 1 (무선),J.K. 롤링,문학수첩,"7,620",2024년 11월
12월,77,인간 실격,다자이 오사무,민음사,"81,492",2004년 5월
12월,79,설국,가와바타 야스나리,민음사,"37,034",2002년 1월
12월,80,어린 왕자 (오리지널 초판본),앙투안 드 생텍쥐페리,코너스톤,"18,380",2020년 9월
12월,81,이방인,알베르 카뮈,민음사,"58,642",2019년 9월
12월,82,사라진 것들,앤드루 포터,문학동네,"25,970",2024년 1월
12월,83,사랑과 결함,예소연,문학동네,"19,975",2024년 7월
12월,84,세상의 마지막 기차역 (리커버 에디션),무라세 다케시,모모,"54,758",2022년 5월
12월,85,수레바퀴 아래서 (오리지널 초판본 표지디자인),헤르만 헤세,코너스톤,"42,009",2017년 1월
12월,86,조금 망한 사랑,김지연,문학동네,"18,340",2024년 10월
12월,87,[큰글자도서] 소년이 온다 2,한강,창비,"11,867",2017년 2월
12월,88,내가 키운 S급들 1~5 + 굿즈 패키지 세트 - 전5권,근서,JAYPLEMEDIA,"32,050",2024년 12월
12월,89,동물농장 (오리지널 초판본 표지 디자인),조지 오웰,코너스톤,"24,336",2020년 6월
12월,90,리버 1,오쿠다 히데오,은행나무,"19,560",2024년 11월
12월,91,빛이 이끄는 곳으로,백희성,북로망스,"36,437",2024년 8월
12월,92,셔닐 손수건과 속살 노란 멜론,에쿠니 가오리,(주)태일소담출판사,"6,760",2024년 12월
12월,93,위키드 1,그레고리 머과이어,민음사,"9,875",2024년 11월
12월,94,리틀 라이프 2,한야 야나기하라,시공사,"52,687",2016년 6월
12월,95,파친코 2,이민진,인플루엔셜(주),"49,799",2022년 8월
12월,96,노인과 바다,어니스트 헤밍웨이,민음사,"38,806",2012년 1월
12월,97,노르웨이의 숲,무라카미 하루키,민음사,세일즈 포인트 정보 없음,2017년 8월
12월,98,말하고 싶은 비밀,사쿠라 이이요,모모,"18,718",2023년 12월
12월,99,해리 포터와 마법사의 돌 (미나리마 에디션),J.K. 롤링,문학수첩,"28,474",2020년 10월
12월,100,해리 포터와 마법사의 돌 2 (무선),J.K. 롤링,문학수첩,"5,485",2024년 11월
