월,순위,제목,저자,출판사,판매지수,출판 년월
8,35,너의 여름을 빌려줘,리지 덴트,마시멜로,판매지수 936,2024년 06월
8,36,달 그늘 아래 부서진 각인 세트,무연,로코코,판매지수 384,2024년 07월
8,37,나의 X 오답노트 2,김사라,모모,"판매지수 1,272",2024년 05월
8,38,나의 X 오답노트 1,김사라,모모,"판매지수 1,338",2024년 05월
8,39,이번 생은 가주가 되겠습니다 1~5 세트,김로아,디앤씨미디어(D&C미디어),"판매지수 3,780",2024년 01월
8,40,시간의 계단 2,주영하,블라썸,"판매지수 2,544",2019년 02월
8,41,시간의 계단 1,주영하,블라썸,"판매지수 2,850",2019년 02월
8,42,희란국 연가,김수지,FEEL,"판매지수 1,122",2019년 01월
8,43,달 그늘 아래 부서진 각인 : 하,무연,로코코,판매지수 402,2024년 07월
8,44,달 그늘 아래 부서진 각인 : 상,무연,로코코,판매지수 378,2024년 07월
8,45,"비록, 닿을 수 없는 너의 세상일지라도",미아키 스가루,팩토리나인,"판매지수 1,968",2023년 03월
8,46,낙원의 이론 4,정선우,파란 (파란미디어),"판매지수 2,058",2019년 07월
8,47,너의 췌장을 먹고 싶어 (노블판),스미노 요루,소미미디어,"판매지수 2,658",2017년 03월
8,48,사랑 후에 오는 것들 (공지영),공지영,소담출판사,"판매지수 5,622",2024년 08월
8,49,여름의 너에게 겨울에 내가 갈게,닌겐 로쿠도,북폴리오,"판매지수 2,280",2023년 07월
8,50,봄이 사라진 세계,모리타 아오,모모,"판매지수 1,506",2023년 04월
8,51,러브 레터,이와이 슌지,하빌리스,"판매지수 2,130",2022년 11월
8,52,우리가 끝이야,콜린 후버,위즈덤하우스,"판매지수 1,512",2022년 05월
8,53,낙원의 이론 3,정선우,파란 (파란미디어),"판매지수 1,974",2019년 07월
8,54,러브 누아르,한정현,북다,판매지수 576,2024년 08월
8,55,다정한 사신은 너를 위한 거짓말을 할 거야,모치즈키 쿠라게,북스토리,판매지수 870,2023년 03월
8,56,너를 사랑했던 한 사람의 나에게,오토노 요모지,모모,"판매지수 1,662",2022년 10월
8,57,"그 여름, 나는",최수현,가하,"판매지수 1,332",2018년 01월
8,58,사랑하는 나의 억압자 1,서사희,블라썸,판매지수 540,2024년 05월
8,59,리마인더스 오브 힘,콜린 후버,미래지향,"판매지수 1,344",2024년 04월
8,60,내가 사랑했던 모든 너에게,오토노 요모지,모모,"판매지수 1,758",2022년 10월
8,61,인소의 법칙 17 한정판,유한려,(주)디앤씨미디어-잇북,판매지수 888,2021년 12월
8,62,"홈, 비터 홈",심윤서,가하,"판매지수 1,506",2019년 11월
8,63,낙원의 이론 2,정선우,파란 (파란미디어),"판매지수 2,100",2019년 07월
8,64,내가 죽기 일주일 전,서은채,황금가지,"판매지수 1,914",2018년 03월
8,65,위대한 유혹 1~2 세트,이지연(Lunar),테라스북,판매지수 252,2024년 08월
8,66,그린라이트 1~2 세트,이여운,테라스북,판매지수 558,2024년 06월
8,67,물빛 푸를 린,자근오,팩토리나인,판매지수 480,2023년 10월
8,68,우리 집에는 쥐가 있다,김수지,오후,"판매지수 1,374",2023년 10월
8,69,옷소매 붉은 끝동 세트,강미강,청어람,"판매지수 1,680",2022년 06월
8,70,인소의 법칙 16,유한려,(주)디앤씨미디어-잇북,판매지수 570,2021년 07월
8,71,사랑 후에 오는 것들 (츠지 히토나리),츠지 히토나리,소담출판사,"판매지수 4,668",2024년 08월
8,72,"블루문이 뜨는 밤, 다시 한번 그녀를 사랑하게 됐다",히로세 미이,제우미디어,"판매지수 1,416",2023년 11월
8,73,그 여름의 끝에 네가 죽으면 완벽했기 때문에,샤센도 유키,토마토출판사,"판매지수 1,740",2023년 09월
8,74,"어느 날, 너의 심장이 멈출 거라 말했다",클로에 윤,팩토리나인,"판매지수 1,986",2021년 12월
8,75,인소의 법칙 15,유한려,(주)디앤씨미디어-잇북,판매지수 468,2021년 01월
8,76,낙원의 이론 1,정선우,파란 (파란미디어),"판매지수 2,526",2019년 07월
8,77,낙원의 오후,조강은,파란 (파란미디어),"판매지수 1,098",2019년 02월
8,78,밤하늘은 올려다보는 그대에게 상냥하게,마쿠라기 미루타,제우미디어,"판매지수 1,350",2019년 01월
8,79,규장각 각신들의 나날 2,정은궐,파란 (파란미디어),"판매지수 1,152",2009년 07월
8,80,새벽의 셰에라자드 2,르네 아디에,문학수첩,판매지수 192,2024년 08월
8,81,새벽의 셰에라자드 1,르네 아디에,문학수첩,판매지수 294,2024년 08월
8,82,첫 계절 2,서혜은,동아,판매지수 900,2024년 02월
8,83,첫 계절 1,서혜은,동아,판매지수 900,2024년 02월
8,84,비긴 어게인,헬리 액튼,모모,"판매지수 3,060",2024년 01월
8,85,세이렌 5 북케이스 세트,설이수,YOUNGCOM(영컴),"판매지수 1,008",2024년 01월
8,86,누군가 내 몸에 빙의했다 5,신솔라,연담,판매지수 438,2023년 07월
8,87,누군가 내 몸에 빙의했다 3,신솔라,연담,판매지수 456,2023년 07월
8,88,재혼황후 5,알파타르트,해피북스투유,"판매지수 1,140",2021년 03월
8,89,악역의 엔딩은 죽음뿐 1,권겨을,디앤씨미디어(D&C미디어),판매지수 660,2020년 09월
8,90,영원의 사자들 2,정은궐,파란 (파란미디어),판매지수 618,2020년 09월
8,91,영원의 사자들 1,정은궐,파란 (파란미디어),판매지수 696,2020년 09월
8,92,인소의 법칙 14,유한려,(주)디앤씨미디어-잇북,판매지수 480,2020년 06월
8,93,재혼황후 2 (일반판),알파타르트,해피북스투유,판매지수 978,2019년 12월
8,94,"8월의 끝은, 분명 세계의 끝과 닮아 있다.",아마사와 나츠키,학산문화사(단행본),판매지수 648,2018년 08월
8,95,황금숲 2,윤소리,퀸즈셀렉션,판매지수 324,2018년 04월
8,96,황금숲 1,윤소리,퀸즈셀렉션,판매지수 324,2018년 04월
8,97,너에게로 중독 4,안테,디앤씨미디어(D&C미디어),판매지수 648,2016년 07월
8,98,너에게로 중독 3,안테,디앤씨미디어(D&C미디어),판매지수 576,2016년 07월
8,99,인소의 법칙 1,유한려,(주)디앤씨미디어-잇북,판매지수 438,2015년 02월
8,100,해를 품은 달 2,정은궐,파란 (파란미디어),판매지수 822,2011년 10월
9,1,남은 인생 10년,고사카 루카,모모,"판매지수 29,397",2024년 03월
9,2,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월
9,3,사랑 후에 오는 것들 세트,공지영,소담출판사,"판매지수 38,745",2024년 08월
9,4,말하고 싶은 비밀 Vol.2,사쿠라 이이요,모모,"판매지수 15,480",2024년 07월
9,5,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름,"판매지수 15,198",2024년 07월
9,6,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월
9,7,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월
9,8,미 비포 유,조조 모예스,다산책방,"판매지수 13,452",2024년 04월
9,9,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월
9,10,내일의 으뜸,김빵,다향,"판매지수 57,792",2024년 05월
9,11,"나는 내일, 어제의 너와 만난다",나나츠키 타카후미,영상출판미디어,"판매지수 10,890",2016년 02월
9,12,너의 췌장을 먹고 싶어 (일반판),스미노 요루,소미미디어,"판매지수 11,436",2017년 04월
9,13,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월
9,14,너는 달밤에 빛나고,사노 테츠야,디앤씨미디어(D&C미디어),"판매지수 9,828",2018년 04월
9,15,놀아주는 여자 2,박수정,폭스코너,판매지수 870,2024년 09월
9,16,놀아주는 여자 1,박수정,폭스코너,판매지수 870,2024년 09월
9,17,노트북,니콜라스 스파크스,모모,"판매지수 13,983",2024년 05월
9,18,"보지 못하는 너에게, 보이지 않는 내가",니노마에 아키라,모모,"판매지수 4,374",2024년 04월
9,19,"거짓말이 보이는 나는, 솔직한 너에게 사랑을 했다",사쿠라이 미나,제우미디어,"판매지수 5,652",2019년 08월
9,20,사랑 후에 오는 것들 (츠지 히토나리),츠지 히토나리,소담출판사,"판매지수 4,668",2024년 08월
9,21,내게 빌어봐 박스 세트 리미티드 에디션,리베냐,마카롱,"판매지수 1,902",2024년 08월
9,22,사랑 후에 오는 것들 (공지영),공지영,소담출판사,"판매지수 5,622",2024년 08월
9,23,뜨거운 홍차 1,김빵,문페이스,"판매지수 1,590",2024년 08월
9,24,우리가 끝이야,콜린 후버,위즈덤하우스,"판매지수 1,512",2022년 05월
9,25,너와 만날 수 있었던 4%의 기적,히로세 미이,제우미디어,"판매지수 4,644",2019년 05월
9,26,일주일 만에 사랑할 순 없다,김동식,요다,"판매지수 4,278",2020년 03월
9,27,뜨거운 홍차 2,김빵,문페이스,"판매지수 1,302",2024년 08월
9,28,봄그늘 1~5 세트,김차차,파란 (파란미디어),"판매지수 5,916",2024년 02월
9,29,옷소매 붉은 끝동 세트,강미강,청어람,"판매지수 1,680",2022년 06월
9,30,고백의 이유,서은수,파란 (파란미디어),"판매지수 4,578",2024년 03월
9,31,내가 죽기 일주일 전,서은채,황금가지,"판매지수 1,914",2018년 03월
9,32,이 세계에서 너와 두 번째 첫사랑을,모치즈키 쿠라게,북스토리,"판매지수 2,256",2020년 04월
9,33,나는 너에게 10년 치의 『    』을 전하고 싶어,아마노 아타루,제우미디어,"판매지수 2,172",2019년 10월
9,34,그것은 벚꽃 같은 사랑이었다,히로세 미이,제우미디어,"판매지수 2,724",2019년 03월
9,35,위시,니콜라스 스파크스,모모,"판매지수 11,676",2023년 12월
9,36,사랑하는 나의 억압자 1~4 세트,서사희,블라썸,"판매지수 2,052",2024년 05월
9,37,낙원의 이론 1,정선우,파란 (파란미디어),"판매지수 2,526",2019년 07월
9,38,너의 췌장을 먹고 싶어 (노블판),스미노 요루,소미미디어,"판매지수 2,658",2017년 03월
9,39,러브 누아르,한정현,북다,판매지수 576,2024년 08월
9,40,나의 사내연애 이야기,장진영,북다,판매지수 726,2024년 07월
9,41,"비록, 닿을 수 없는 너의 세상일지라도",미아키 스가루,팩토리나인,"판매지수 1,968",2023년 03월
9,42,싸구려 입맛,금단,가연,판매지수 306,2024년 09월
9,43,러브 어페어 1,이유진,파란 (파란미디어),판매지수 312,2024년 07월
9,44,이토록 완벽한 실종,줄리안 맥클린,해피북스투유,"판매지수 3,600",2023년 12월
9,45,내가 사랑했던 모든 너에게,오토노 요모지,모모,"판매지수 1,758",2022년 10월
9,46,러브 어페어 4,이유진,파란 (파란미디어),판매지수 300,2024년 07월
9,47,러브 어페어 3,이유진,파란 (파란미디어),판매지수 336,2024년 07월
9,48,이번 생은 가주가 되겠습니다 5,김로아,디앤씨미디어(D&C미디어),판매지수 900,2024년 01월
9,49,재혼황후 8 + 미공개 외전 세트,알파타르트,해피북스투유,"판매지수 2,160",2022년 12월
9,50,"어느 날, 너의 심장이 멈출 거라 말했다",클로에 윤,팩토리나인,"판매지수 1,986",2021년 12월
9,51,백작가의 비밀스런 시녀님 세트,백주아,필프리미엄에디션,"판매지수 1,584",2020년 10월
9,52,낙원의 이론 3,정선우,파란 (파란미디어),"판매지수 1,974",2019년 07월
9,53,낙원의 이론 2,정선우,파란 (파란미디어),"판매지수 2,100",2019년 07월
9,54,러브 어페어 2,이유진,파란 (파란미디어),판매지수 342,2024년 07월
9,55,21세기 마지막 첫사랑,김빵,자이언트북스,"판매지수 3,540",2024년 05월
9,56,나의 X 오답노트 1,김사라,모모,"판매지수 1,338",2024년 05월
9,57,이번 생은 가주가 되겠습니다 4,김로아,디앤씨미디어(D&C미디어),판매지수 882,2024년 01월
9,58,이번 생은 가주가 되겠습니다 1,김로아,디앤씨미디어(D&C미디어),판매지수 900,2024년 01월
9,59,낙원의 이론 4,정선우,파란 (파란미디어),"판매지수 2,058",2019년 07월
9,60,이번 생은 가주가 되겠습니다 3,김로아,디앤씨미디어(D&C미디어),판매지수 816,2024년 01월
9,61,이번 생은 가주가 되겠습니다 2,김로아,디앤씨미디어(D&C미디어),판매지수 768,2024년 01월
9,62,봄이 사라진 세계,모리타 아오,모모,"판매지수 1,506",2023년 04월
9,63,재혼황후 7,알파타르트,해피북스투유,"판매지수 1,428",2022년 04월
9,64,밤하늘은 올려다보는 그대에게 상냥하게,마쿠라기 미루타,제우미디어,"판매지수 1,350",2019년 01월
9,65,"그 여름, 나는",최수현,가하,"판매지수 1,332",2018년 01월
9,66,달 그늘 아래 부서진 각인 : 하,무연,로코코,판매지수 402,2024년 07월
9,67,개를 데리고 다니는 남자,김화진,북다,"판매지수 1,704",2024년 06월
9,68,너를 사랑했던 한 사람의 나에게,오토노 요모지,모모,"판매지수 1,662",2022년 10월
9,69,낙원의 오후,조강은,파란 (파란미디어),"판매지수 1,098",2019년 02월
9,70,달 그늘 아래 부서진 각인 : 상,무연,로코코,판매지수 378,2024년 07월
9,71,나의 X 오답노트 2,김사라,모모,"판매지수 1,272",2024년 05월
9,72,우리 집에는 쥐가 있다,김수지,오후,"판매지수 1,374",2023년 10월
9,73,여름의 너에게 겨울에 내가 갈게,닌겐 로쿠도,북폴리오,"판매지수 2,280",2023년 07월
9,74,러브 레터,이와이 슌지,하빌리스,"판매지수 2,130",2022년 11월
9,75,마른 가지에 바람처럼 1,달새울,arte(아르테),판매지수 684,2021년 04월
9,76,시간의 계단 2,주영하,블라썸,"판매지수 2,544",2019년 02월
9,77,시간의 계단 1,주영하,블라썸,"판매지수 2,850",2019년 02월
9,78,희란국 연가,김수지,FEEL,"판매지수 1,122",2019년 01월
9,79,이상한 나라의 흰 토끼,명윤,디앤씨미디어(D&C미디어),판매지수 684,2017년 01월
9,80,새벽의 복사꽃,김단비,팩토리나인,판매지수 198,2024년 09월
9,81,새벽의 셰에라자드 2,르네 아디에,문학수첩,판매지수 192,2024년 08월
9,82,만추 여관 2,박영,YOUNGCOM(영컴),판매지수 474,2022년 04월
9,83,만추 여관 1,박영,YOUNGCOM(영컴),판매지수 510,2022년 04월
9,84,횡단보도에서 수호천사를 만나 사랑에 빠진 이야기,이희주,북다,판매지수 672,2024년 09월
9,85,러브 어페어 1~4 세트,이유진,파란 (파란미디어),"판매지수 3,306",2024년 07월
9,86,사랑하는 나의 억압자 4,서사희,블라썸,판매지수 312,2024년 05월
9,87,동백꽃 핀 자리 1~3 세트,서은수,파란 (파란미디어),"판매지수 1,818",2024년 04월
9,88,물빛 푸를 린,자근오,팩토리나인,판매지수 480,2023년 10월
9,89,재혼황후 6,알파타르트,해피북스투유,"판매지수 1,188",2021년 12월
9,90,"빨강, 파랑, 어쨌든 찬란",케이시 맥퀴스턴,살림출판사,"판매지수 1,758",2021년 07월
9,91,샹젤리제 거리의 작은 향수가게,레베카 레이즌,황금시간,판매지수 378,2019년 03월
9,92,해를 품은 달 2,정은궐,파란 (파란미디어),판매지수 822,2011년 10월
9,93,해를 품은 달 1,정은궐,파란 (파란미디어),판매지수 828,2011년 10월
9,94,규장각 각신들의 나날 2,정은궐,파란 (파란미디어),"판매지수 1,152",2009년 07월
9,95,규장각 각신들의 나날 1,정은궐,파란 (파란미디어),"판매지수 1,092",2009년 07월
9,96,새벽의 셰에라자드 1,르네 아디에,문학수첩,판매지수 294,2024년 08월
9,97,사랑하는 나의 억압자 3,서사희,블라썸,판매지수 408,2024년 05월
9,98,Say yes all blue 세이 예스 올 블루,김제이,YOUNGCOM(영컴),"판매지수 1,422",2024년 04월
9,99,금수별곡,마셰리,YOUNGCOM(영컴),"판매지수 1,878",2024년 01월
9,100,비긴 어게인,헬리 액튼,모모,"판매지수 3,060",2024년 01월
10,1,사랑 후에 오는 것들 세트,공지영,소담출판사,"판매지수 38,745",2024년 08월
10,2,남은 인생 10년,고사카 루카,모모,"판매지수 29,397",2024년 03월
10,3,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월
10,4,노트북,니콜라스 스파크스,모모,"판매지수 13,983",2024년 05월
10,5,말하고 싶은 비밀 Vol.2,사쿠라 이이요,모모,"판매지수 15,480",2024년 07월
10,6,사랑 후에 오는 것들 (공지영),공지영,소담출판사,"판매지수 5,622",2024년 08월
10,7,사랑 후에 오는 것들 (츠지 히토나리),츠지 히토나리,소담출판사,"판매지수 4,668",2024년 08월
10,8,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월
10,9,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름,"판매지수 15,198",2024년 07월
10,10,"나는 내일, 어제의 너와 만난다",나나츠키 타카후미,영상출판미디어,"판매지수 10,890",2016년 02월
10,11,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월
10,12,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월
10,13,미 비포 유,조조 모예스,다산책방,"판매지수 13,452",2024년 04월
10,14,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월
10,15,너의 췌장을 먹고 싶어 (일반판),스미노 요루,소미미디어,"판매지수 11,436",2017년 04월
10,16,너는 달밤에 빛나고,사노 테츠야,디앤씨미디어(D&C미디어),"판매지수 9,828",2018년 04월
10,17,내일의 으뜸,김빵,다향,"판매지수 57,792",2024년 05월
10,18,"거짓말이 보이는 나는, 솔직한 너에게 사랑을 했다",사쿠라이 미나,제우미디어,"판매지수 5,652",2019년 08월
10,19,내가 죽기 일주일 전,서은채,황금가지,"판매지수 1,914",2018년 03월
10,20,너와 만날 수 있었던 4%의 기적,히로세 미이,제우미디어,"판매지수 4,644",2019년 05월
10,21,"보지 못하는 너에게, 보이지 않는 내가",니노마에 아키라,모모,"판매지수 4,374",2024년 04월
10,22,위시,니콜라스 스파크스,모모,"판매지수 11,676",2023년 12월
10,23,일주일 만에 사랑할 순 없다,김동식,요다,"판매지수 4,278",2020년 03월
10,24,우리가 끝이야,콜린 후버,위즈덤하우스,"판매지수 1,512",2022년 05월
10,25,홍랑 + 홍랑판 24절기 오라클 카드 + 홍랑 카드 미니 해설집,장다혜,북레시피,판매지수 372,2024년 10월
10,26,내게 빌어봐 박스 세트 리미티드 에디션,리베냐,마카롱,"판매지수 1,902",2024년 08월
10,27,고백의 이유,서은수,파란 (파란미디어),"판매지수 4,578",2024년 03월
10,28,이토록 완벽한 실종,줄리안 맥클린,해피북스투유,"판매지수 3,600",2023년 12월
10,29,봄이 사라진 세계,모리타 아오,모모,"판매지수 1,506",2023년 04월
10,30,이 세계에서 너와 두 번째 첫사랑을,모치즈키 쿠라게,북스토리,"판매지수 2,256",2020년 04월
10,31,밤하늘은 올려다보는 그대에게 상냥하게,마쿠라기 미루타,제우미디어,"판매지수 1,350",2019년 01월
10,32,너의 췌장을 먹고 싶어 (노블판),스미노 요루,소미미디어,"판매지수 2,658",2017년 03월
10,33,동백꽃 핀 자리 1~3 세트,서은수,파란 (파란미디어),"판매지수 1,818",2024년 04월
10,34,백작가의 비밀스런 시녀님 세트,백주아,필프리미엄에디션,"판매지수 1,584",2020년 10월
10,35,뜨거운 홍차 1,김빵,문페이스,"판매지수 1,590",2024년 08월
10,36,시간의 계단 2,주영하,블라썸,"판매지수 2,544",2019년 02월
10,37,시간의 계단 1,주영하,블라썸,"판매지수 2,850",2019년 02월
10,38,홍랑,장다혜,북레시피,판매지수 480,2024년 10월
10,39,늑대 사이의 학,허주은,시공사,"판매지수 5,526",2024년 10월
10,40,여름의 너에게 겨울에 내가 갈게,닌겐 로쿠도,북폴리오,"판매지수 2,280",2023년 07월
10,41,"비록, 닿을 수 없는 너의 세상일지라도",미아키 스가루,팩토리나인,"판매지수 1,968",2023년 03월
10,42,그것은 벚꽃 같은 사랑이었다,히로세 미이,제우미디어,"판매지수 2,724",2019년 03월
10,43,놀아주는 여자 2,박수정,폭스코너,판매지수 870,2024년 09월
10,44,놀아주는 여자 1,박수정,폭스코너,판매지수 870,2024년 09월
10,45,내가 빠진 로맨스,베스 올리리,모모,"판매지수 1,404",2023년 09월
10,46,재혼황후 8 + 미공개 외전 세트,알파타르트,해피북스투유,"판매지수 2,160",2022년 12월
10,47,횡단보도에서 수호천사를 만나 사랑에 빠진 이야기,이희주,북다,판매지수 672,2024년 09월
10,48,개를 데리고 다니는 남자,김화진,북다,"판매지수 1,704",2024년 06월
10,49,벽사아씨전,박에스더,안전가옥,"판매지수 1,344",2023년 09월
10,50,사랑하는 나의 억압자 1~4 세트,서사희,블라썸,"판매지수 2,052",2024년 05월
10,51,나의 X 오답노트 2,김사라,모모,"판매지수 1,272",2024년 05월
10,52,봄그늘 1~5 세트,김차차,파란 (파란미디어),"판매지수 5,916",2024년 02월
10,53,내가 사랑했던 모든 너에게,오토노 요모지,모모,"판매지수 1,758",2022년 10월
10,54,옷소매 붉은 끝동 세트,강미강,청어람,"판매지수 1,680",2022년 06월
10,55,너를 사랑했던 한 사람의 나에게,오토노 요모지,모모,"판매지수 1,662",2022년 10월
10,56,"정말로, 정혜동 1~2 세트",한혜석,파란 (파란미디어),판매지수 504,2021년 09월
10,57,뜨거운 홍차 2,김빵,문페이스,"판매지수 1,302",2024년 08월
10,58,재혼황후 1 (일반판),알파타르트,해피북스투유,"판매지수 1,020",2019년 10월
10,59,취향의 변화,서혜은,동아,판매지수 258,2024년 10월
10,60,러브 어페어 1,이유진,파란 (파란미디어),판매지수 312,2024년 07월
10,61,21세기 마지막 첫사랑,김빵,자이언트북스,"판매지수 3,540",2024년 05월
10,62,그 여름의 끝에 네가 죽으면 완벽했기 때문에,샤센도 유키,토마토출판사,"판매지수 1,740",2023년 09월
10,63,"어느 날, 너의 심장이 멈출 거라 말했다",클로에 윤,팩토리나인,"판매지수 1,986",2021년 12월
10,64,나는 너에게 10년 치의 『    』을 전하고 싶어,아마노 아타루,제우미디어,"판매지수 2,172",2019년 10월
10,65,희란국 연가,김수지,FEEL,"판매지수 1,122",2019년 01월
10,66,너에게로 중독 3,안테,디앤씨미디어(D&C미디어),판매지수 576,2016년 07월
10,67,러브 어페어 2,이유진,파란 (파란미디어),판매지수 342,2024년 07월
10,68,낙원의 이론 1,정선우,파란 (파란미디어),"판매지수 2,526",2019년 07월
10,69,나의 X 오답노트 1,김사라,모모,"판매지수 1,338",2024년 05월
10,70,이번 생은 가주가 되겠습니다 5,김로아,디앤씨미디어(D&C미디어),판매지수 900,2024년 01월
10,71,마른 가지에 바람처럼 2,달새울,arte(아르테),판매지수 624,2021년 04월
10,72,재혼황후 2 (일반판),알파타르트,해피북스투유,판매지수 978,2019년 12월
10,73,"홈, 비터 홈",심윤서,가하,"판매지수 1,506",2019년 11월
10,74,낙원의 오후,조강은,파란 (파란미디어),"판매지수 1,098",2019년 02월
10,75,너에게로 중독 2,안테,디앤씨미디어(D&C미디어),판매지수 480,2016년 06월
10,76,러브 어페어 3,이유진,파란 (파란미디어),판매지수 336,2024년 07월
10,77,금수별곡,마셰리,YOUNGCOM(영컴),"판매지수 1,878",2024년 01월
10,78,이번 생은 가주가 되겠습니다 4,김로아,디앤씨미디어(D&C미디어),판매지수 882,2024년 01월
10,79,"블루문이 뜨는 밤, 다시 한번 그녀를 사랑하게 됐다",히로세 미이,제우미디어,"판매지수 1,416",2023년 11월
10,80,점괘보는 공녀님 1~5 세트,사이딘,마롱,"판매지수 1,212",2023년 12월
10,81,우리 집에는 쥐가 있다,김수지,오후,"판매지수 1,374",2023년 10월
10,82,네버 세이 네버,심윤서,가하,판매지수 705,2023년 04월
10,83,"빨강, 파랑, 어쨌든 찬란",케이시 맥퀴스턴,살림출판사,"판매지수 1,758",2021년 07월
10,84,마른 가지에 바람처럼 1,달새울,arte(아르테),판매지수 684,2021년 04월
10,85,결혼 먼저,요안나,다향,판매지수 204,2020년 09월
10,86,악역의 엔딩은 죽음뿐 5 외전,권겨을,디앤씨미디어(D&C미디어),판매지수 774,2020년 09월
10,87,재혼황후 3 (일반판),알파타르트,해피북스투유,판매지수 888,2020년 04월
10,88,너에게로 중독 4,안테,디앤씨미디어(D&C미디어),판매지수 648,2016년 07월
10,89,규장각 각신들의 나날 2,정은궐,파란 (파란미디어),"판매지수 1,152",2009년 07월
10,90,러브 어페어 4,이유진,파란 (파란미디어),판매지수 300,2024년 07월
10,91,낙원의 이론 4,정선우,파란 (파란미디어),"판매지수 2,058",2019년 07월
10,92,낙원의 이론 3,정선우,파란 (파란미디어),"판매지수 1,974",2019년 07월
10,93,낙원의 이론 2,정선우,파란 (파란미디어),"판매지수 2,100",2019년 07월
10,94,달 그늘 아래 부서진 각인 : 하,무연,로코코,판매지수 402,2024년 07월
10,95,달 그늘 아래 부서진 각인 : 상,무연,로코코,판매지수 378,2024년 07월
10,96,네 입술에 물들어 1~2 세트,아리킴,테라스북,판매지수 276,2024년 07월
10,97,이번 생은 가주가 되겠습니다 3,김로아,디앤씨미디어(D&C미디어),판매지수 816,2024년 01월
10,98,"네 세상이 어둠이 된다고 해도, 내가 너의 빛이 되어줄게",시울,하이스트,판매지수 696,2023년 07월
10,99,악녀라서 편하고 좋은데요? 1,망고킴,연담,판매지수 534,2023년 01월
10,100,재혼황후 7,알파타르트,해피북스투유,"판매지수 1,428",2022년 04월
11,1,사랑 후에 오는 것들 세트,공지영,소담출판사,"판매지수 38,745",2024년 08월
11,2,말하고 싶은 비밀,사쿠라 이이요,모모,"판매지수 37,827",2023년 12월
11,3,노트북,니콜라스 스파크스,모모,"판매지수 13,983",2024년 05월
11,4,말하고 싶은 비밀 Vol.2,사쿠라 이이요,모모,"판매지수 15,480",2024년 07월
11,5,남은 인생 10년,고사카 루카,모모,"판매지수 29,397",2024년 03월
11,6,"오늘 밤, 거짓말의 세계에서 잊을 수 없는 사랑을",이치조 미사키,모모,"판매지수 28,656",2023년 11월
11,7,나와 너의 365일,유이하,모모,"판매지수 17,976",2023년 03월
11,8,늑대 사이의 학,허주은,시공사,"판매지수 5,526",2024년 10월
11,9,재와 물거품,김청귤,안전가옥,"판매지수 18,366",2021년 05월
11,10,사랑 후에 오는 것들 (공지영),공지영,소담출판사,"판매지수 5,622",2024년 08월
11,11,네가 유성처럼 스러지는 모습을 지켜볼 운명이었다,미나토 쇼,필름,"판매지수 15,198",2024년 07월
11,12,해피엔딩에서 너를 기다릴게,산다 치에,알에이치코리아(RHK),"판매지수 13,239",2023년 01월
11,13,"나는 내일, 어제의 너와 만난다",나나츠키 타카후미,영상출판미디어,"판매지수 10,890",2016년 02월
11,14,사랑 후에 오는 것들 (츠지 히토나리),츠지 히토나리,소담출판사,"판매지수 4,668",2024년 08월
11,15,너는 달밤에 빛나고,사노 테츠야,디앤씨미디어(D&C미디어),"판매지수 9,828",2018년 04월
11,16,너의 췌장을 먹고 싶어 (일반판),스미노 요루,소미미디어,"판매지수 11,436",2017년 04월
11,17,미 비포 유,조조 모예스,다산책방,"판매지수 13,452",2024년 04월
11,18,위시,니콜라스 스파크스,모모,"판매지수 11,676",2023년 12월
11,19,내일의 으뜸,김빵,다향,"판매지수 57,792",2024년 05월
11,20,"거짓말이 보이는 나는, 솔직한 너에게 사랑을 했다",사쿠라이 미나,제우미디어,"판매지수 5,652",2019년 08월
11,21,너와 만날 수 있었던 4%의 기적,히로세 미이,제우미디어,"판매지수 4,644",2019년 05월
11,22,그것은 벚꽃 같은 사랑이었다,히로세 미이,제우미디어,"판매지수 2,724",2019년 03월
11,23,"보지 못하는 너에게, 보이지 않는 내가",니노마에 아키라,모모,"판매지수 4,374",2024년 04월
11,24,일주일 만에 사랑할 순 없다,김동식,요다,"판매지수 4,278",2020년 03월
11,25,내가 죽기 일주일 전,서은채,황금가지,"판매지수 1,914",2018년 03월
11,26,뜨거운 홍차 1,김빵,문페이스,"판매지수 1,590",2024년 08월
