월,순위,제목,저자,출판사,판매지수,출판 년월
6,43,혼불 7,최명희,매안출판사,"판매지수 2,310",2009년 07월
6,44,혼불 5,최명희,매안출판사,"판매지수 2,436",2009년 07월
6,45,혼불 4,최명희,매안출판사,"판매지수 2,298",2009년 07월
6,46,대망 1세트,야마오카 소하치,동서문화사,"판매지수 2,874",2005년 04월
6,47,제주도우다 2,현기영,창비,"판매지수 2,688",2023년 07월
6,48,베니스의 개성상인 1,오세영,문예춘추사,"판매지수 1,074",2023년 01월
6,49,고구려 1부 : 땅을 다지다 세트,김진명,이타북스,"판매지수 2,598",2021년 06월
6,50,한강 세트,조정래,해냄,"판매지수 1,122",2020년 11월
6,51,혼불 6,최명희,매안출판사,"판매지수 2,544",2009년 07월
6,52,소설 손자병법 세트,정비석,은행나무,"판매지수 1,878",2002년 11월
6,53,료마가 간다 세트,시바 료타로,동서문화사,판매지수 762,2011년 12월
6,54,꽃이 부서지는 봄,한켠,안전가옥,판매지수 294,2024년 04월
6,55,경성 브라운,고예나,산지니,판매지수 720,2023년 11월
6,56,고려거란전쟁 (상),길승수,들녘,"판매지수 6,618",2023년 11월
6,57,고구려 2,김진명,이타북스,"판매지수 1,236",2021년 06월
6,58,고구려 1,김진명,이타북스,"판매지수 1,422",2021년 06월
6,59,상도 2,최인호,여백출판사,판매지수 756,2020년 11월
6,60,이문열 삼국지 7,나관중,알에이치코리아(RHK),"판매지수 1,320",2020년 03월
6,61,말하는 검,미야베 미유키,북스피어,판매지수 372,2011년 12월
6,62,마리 앙투아네트 베르사유의 장미,슈테판 츠바이크,청미래,판매지수 978,2005년 09월
6,63,대망 4,야마오카 소하치,동서문화사,판매지수 774,2005년 04월
6,64,대망 2,야마오카 소하치,동서문화사,"판매지수 1,512",2005년 04월
6,65,로도스섬 공방전,시오노 나나미,한길사,판매지수 564,2002년 09월
6,66,잃어버린 대지,오세영,델피노,판매지수 162,2024년 06월
6,67,원경 2,서자영,고즈넉이엔티,판매지수 798,2024년 02월
6,68,원경 1,서자영,고즈넉이엔티,판매지수 834,2024년 02월
6,69,쿄코와 쿄지,한정현,문학과지성사,판매지수 618,2023년 09월
6,70,베니스의 개성상인 2,오세영,문예춘추사,"판매지수 1,026",2023년 02월
6,71,삼국지 5,나관중,창비,판매지수 336,2020년 12월
6,72,삼국지 1,나관중,창비,판매지수 978,2020년 12월
6,73,상도 3,최인호,여백출판사,판매지수 720,2020년 11월
6,74,이문열 초한지 5,이문열,알에이치코리아(RHK),판매지수 456,2020년 11월
6,75,이문열 삼국지 9,나관중,알에이치코리아(RHK),"판매지수 1,038",2020년 03월
6,76,이문열 삼국지 8,나관중,알에이치코리아(RHK),"판매지수 1,026",2020년 03월
6,77,이문열 삼국지 6,나관중,알에이치코리아(RHK),"판매지수 1,680",2020년 03월
6,78,규장각 각신들의 나날 2,정은궐,파란 (파란미디어),"판매지수 1,152",2009년 07월
6,79,규장각 각신들의 나날 1,정은궐,파란 (파란미디어),"판매지수 1,092",2009년 07월
6,80,쿠오 바디스 2,헨릭 시엔키에비츠,민음사,판매지수 576,2005년 12월
6,81,쿠오 바디스 1,헨릭 시엔키에비츠,민음사,판매지수 624,2005년 12월
6,82,대망 5,야마오카 소하치,동서문화사,판매지수 564,2005년 04월
6,83,조선과 꿈,홍윤철,페스트북,판매지수 306,2024년 05월
6,84,단종으로 플레이한다 8,다물,어울림출판사,판매지수 36,2024년 06월
6,85,아홉 꼬리의 전설,배상민,북다,판매지수 828,2023년 12월
6,86,마리 앙투아네트 : 베르사유와 프랑스혁명,슈테판 츠바이크,이화북스,"판매지수 1,956",2023년 10월
6,87,사라진 개발자들,캐시 클라이먼,한빛미디어,판매지수 372,2023년 08월
