월,순위,제목,저자,출판사,판매지수,출판 년월
3,21,해리포터와 아즈카반의 죄수 2,J.K. 롤링,문학수첩,"판매지수 13,074",2019년 11월
3,22,전지적 독자 시점 PART 5 - 01,싱숑,비채,"판매지수 15,654",2023년 09월
3,23,전지적 독자 시점 PART 1 - 02,싱숑,비채,"판매지수 16,608",2022년 01월
3,24,전지적 독자 시점 PART 4 - 03,싱숑,비채,"판매지수 15,072",2023년 09월
3,25,해리포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 11,886",2019년 11월
3,26,해리 포터와 비밀의 방 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 16,212",2021년 10월
3,27,전지적 독자 시점 PART 4 - 02,싱숑,비채,"판매지수 15,318",2023년 09월
3,28,해리포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 11,610",2019년 11월
3,29,전지적 독자 시점 PART 2 - 01,싱숑,비채,"판매지수 15,450",2023년 01월
3,30,해리 포터 마법 연감,J.K. 롤링,문학수첩,"판매지수 12,564",2023년 12월
3,31,전지적 독자 시점 PART 4 - 01,싱숑,비채,"판매지수 14,862",2023년 09월
3,32,전지적 독자 시점 PART 2 - 02,싱숑,비채,"판매지수 15,636",2023년 01월
3,33,전지적 독자 시점 PART 1 - 08,싱숑,비채,"판매지수 14,598",2022년 01월
3,34,해리포터 5~7부 세트,J.K. 롤링,문학수첩,"판매지수 12,174",2020년 02월
3,35,전지적 독자 시점 PART 1 - 04,싱숑,비채,"판매지수 14,358",2022년 01월
3,36,전지적 독자 시점 PART 1 - 03,싱숑,비채,"판매지수 15,258",2022년 01월
3,37,전지적 독자 시점 PART 2 - 03,싱숑,비채,"판매지수 15,930",2023년 01월
3,38,전지적 독자 시점 PART 1 - 06,싱숑,비채,"판매지수 14,106",2022년 01월
3,39,전지적 독자 시점 PART 1 - 05,싱숑,비채,"판매지수 13,806",2022년 01월
3,40,해리포터와 불의 잔 4,J.K. 롤링,문학수첩,"판매지수 10,806",2019년 11월
3,41,해리 포터와 아즈카반의 죄수 : 미나리마 에디션,J.K. 롤링,문학수첩,"판매지수 20,961",2023년 10월
3,42,전지적 독자 시점 PART 3 - 03,싱숑,비채,"판매지수 15,330",2023년 01월
3,43,해리포터와 불의 잔 3,J.K. 롤링,문학수첩,"판매지수 10,878",2019년 11월
3,44,요괴어사,설민석,단꿈아이,"판매지수 7,416",2023년 04월
3,45,전지적 독자 시점 PART 3 - 02,싱숑,비채,"판매지수 15,720",2023년 01월
3,46,전지적 독자 시점 PART 3 - 01,싱숑,비채,"판매지수 15,918",2023년 01월
3,47,전지적 독자 시점 PART 1 - 07,싱숑,비채,"판매지수 13,770",2022년 01월
3,48,달의 아이,최윤석,포레스트북스,"판매지수 9,198",2023년 09월
3,49,"고양이 식당, 행복을 요리합니다",다카하시 유타,빈페이지,"판매지수 8,709",2023년 05월
3,50,해리포터와 죽음의 성물 1,J.K. 롤링,문학수첩,"판매지수 5,532",2020년 02월
3,51,작별의 건너편,시미즈 하루키,모모,"판매지수 8,370",2023년 05월
3,52,비긴 어게인,헬리 액튼,모모,"판매지수 3,060",2024년 01월
3,53,해리포터와 불사조 기사단 1,J.K. 롤링,문학수첩,"판매지수 7,314",2019년 12월
3,54,해리포터와 죽음의 성물 2,J.K. 롤링,문학수첩,"판매지수 5,232",2020년 02월
3,55,해리포터와 혼혈 왕자 1,J.K. 롤링,문학수첩,"판매지수 6,438",2020년 01월
3,56,나니아 연대기,C. S. 루이스,시공주니어,"판매지수 8,424",2005년 11월
3,57,나 혼자만 레벨 업 1,추공,파피루스(디앤씨미디어),"판매지수 5,844",2019년 08월
3,58,반지의 제왕 1~3 + 호빗 세트,J. R. R. 톨킨,arte(아르테),"판매지수 3,624",2021년 02월
3,59,해리포터와 죽음의 성물 4,J.K. 롤링,문학수첩,"판매지수 4,860",2020년 02월
3,60,전지적 독자 시점 PART 4&5 : 굿즈키트 세트,싱숑,비채,"판매지수 7,998",2023년 09월
3,61,해리포터와 죽음의 성물 3,J.K. 롤링,문학수첩,"판매지수 5,136",2020년 02월
3,62,해리포터와 혼혈 왕자 2,J.K. 롤링,문학수첩,"판매지수 6,258",2020년 01월
3,63,소원성취 고객센터,마론,팩토리나인,"판매지수 1,632",2024년 02월
3,64,해리포터와 혼혈 왕자 4,J.K. 롤링,문학수첩,"판매지수 5,922",2020년 01월
3,65,해리포터와 불사조 기사단 5,J.K. 롤링,문학수첩,"판매지수 6,540",2019년 12월
3,66,해리포터와 혼혈 왕자 3,J.K. 롤링,문학수첩,"판매지수 6,138",2020년 01월
3,67,작별의 건너편 2,시미즈 하루키,모모,"판매지수 4,236",2023년 10월
3,68,해리포터와 불의 잔 1,J.K. 롤링,문학수첩,"판매지수 3,588",2019년 11월
3,69,해리포터와 불사조 기사단 2,J.K. 롤링,문학수첩,"판매지수 7,128",2019년 12월
3,70,나 혼자만 레벨 업 2,추공,파피루스(디앤씨미디어),"판매지수 5,136",2019년 08월
3,71,데뷔 못 하면 죽는 병 걸림 2부 초판 양장본 세트,백덕수,위시북스,"판매지수 4,104",2023년 12월
3,72,해리포터와 불사조 기사단 4,J.K. 롤링,문학수첩,"판매지수 6,564",2019년 12월
3,73,나 혼자만 레벨 업 5,추공,파피루스(디앤씨미디어),"판매지수 5,190",2019년 08월
3,74,나 혼자만 레벨 업 3,추공,파피루스(디앤씨미디어),"판매지수 5,238",2019년 08월
3,75,나 혼자만 레벨 업 4,추공,파피루스(디앤씨미디어),"판매지수 5,106",2019년 08월
3,76,해리포터와 불사조 기사단 3,J.K. 롤링,문학수첩,"판매지수 6,600",2019년 12월
3,77,나 혼자만 레벨 업 7,추공,파피루스(디앤씨미디어),"판매지수 5,262",2019년 08월
3,78,나 혼자만 레벨 업 6,추공,파피루스(디앤씨미디어),"판매지수 5,268",2019년 08월
3,79,얼음나무 숲,하지은,황금가지,"판매지수 5,310",2020년 03월
3,80,해리포터와 불의 잔 2,J.K. 롤링,문학수첩,"판매지수 4,122",2019년 11월
3,81,전지적 독자 시점 PART 2&3 : 굿즈키트 세트,싱숑,비채,"판매지수 4,698",2023년 01월
3,82,해리포터와 혼혈 왕자 2,J.K. 롤링,문학수첩,"판매지수 3,288",2020년 01월
3,83,해리포터와 비밀의 방,J.K. 롤링,문학수첩,"판매지수 3,258",2019년 11월
3,84,나 혼자만 레벨 업 8,추공,파피루스(디앤씨미디어),"판매지수 5,418",2019년 08월
3,85,환상서점,소서림,해피북스투유,"판매지수 4,584",2023년 02월
3,86,해리포터와 불사조 기사단 2,J.K. 롤링,문학수첩,"판매지수 4,008",2019년 12월
3,87,갈아 만든 천국,심너울,래빗홀,"판매지수 1,176",2024년 03월
3,88,월드 오브 워크래프트 : 용군단 전쟁,코트니 알라메다,제우미디어,"판매지수 1,392",2024년 03월
3,89,해리포터와 죽음의 성물 2,J.K. 롤링,문학수첩,"판매지수 4,008",2020년 02월
3,90,해리포터와 혼혈 왕자 1,J.K. 롤링,문학수첩,"판매지수 3,036",2020년 01월
3,91,드래곤 라자 양장 세트,이영도,황금가지,"판매지수 4,044",2008년 11월
3,92,해리포터와 죽음의 성물 1,J.K. 롤링,문학수첩,"판매지수 3,990",2020년 02월
3,93,해리포터와 마법사의 돌,J.K. 롤링,문학수첩,"판매지수 3,660",2019년 11월
3,94,눈물을 마시는 새 세트,이영도,황금가지,"판매지수 8,166",2003년 02월
3,95,그림자 마법사들,정채연,문학수첩,"판매지수 1,686",2024년 02월
3,96,룬의 아이들 - 블러디드 6,전민희,엘릭시르,"판매지수 5,100",2023년 09월
3,97,오버로드 16 (일러스트 카드집 부속 특별판),마루야마 쿠가네,영상출판미디어,"판매지수 1,416",2023년 03월
3,98,해리포터와 불사조 기사단 1,J.K. 롤링,문학수첩,"판매지수 3,768",2019년 12월
3,99,주인공의 구원자가 될 운명입니다 1~5 세트,은소로,연담,"판매지수 1,428",2024년 04월
3,100,데뷔 못 하면 죽는 병 걸림 1부 1,백덕수,위시북스,"판매지수 2,940",2022년 12월
4,1,내일의 으뜸,김빵,다향,"판매지수 57,738",2024년 05월
4,2,세상의 마지막 기차역,무라세 다케시,모모,"판매지수 131,535",2022년 05월
4,3,메리골드 마음 사진관,윤정은,북로망스,"판매지수 58,368",2024년 01월
4,4,달러구트 꿈 백화점,이미예,팩토리나인,"판매지수 57,615",2020년 07월
4,5,해리포터와 마법사의 돌 1,J.K. 롤링,문학수첩,"판매지수 35,604",2019년 11월
4,6,해리포터와 마법사의 돌 2,J.K. 롤링,문학수첩,"판매지수 29,832",2019년 11월
4,7,수상한 한의원,배명은,텍스티(TXTY),"판매지수 34,788",2024년 01월
4,8,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,294",2020년 04월
4,9,달러구트 꿈 백화점 2,이미예,팩토리나인,"판매지수 40,062",2021년 07월
