월,순위,제목,저자,출판사,판매지수,출판 년월
9,17,악마의 계약서는 만기 되지 않는다,리러하,팩토리나인,"판매지수 5,370",2022년 08월
9,18,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월
9,19,적산가옥의 유령,조예은,현대문학,"판매지수 12,330",2024년 06월
9,20,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월
9,21,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월
9,22,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월
9,23,오렌지와 빵칼,청예,허블,"판매지수 10,533",2024년 07월
9,24,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월
9,25,방주,유키 하루오,블루홀6,"판매지수 11,517",2023년 02월
9,26,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월
9,27,마력의 태동,히가시노 게이고,현대문학,"판매지수 9,126",2019년 01월
9,28,귀매,유은지,문학동네,"판매지수 2,538",2024년 07월
9,29,오리엔트 특급 살인,애거사 크리스티,황금가지,"판매지수 12,972",2013년 12월
9,30,활자잔혹극,루스 렌들,북스피어,"판매지수 7,092",2024년 06월
9,31,제노사이드,다카노 가즈아키,황금가지,"판매지수 10,833",2012년 06월
9,32,십계,유키 하루오,블루홀6,"판매지수 6,036",2024년 07월
9,33,살인자 외,어네스트 밀러 헤밍웨이,코너스톤(도서),"판매지수 6,582",2017년 06월
9,34,걷는 망자,미쓰다 신조,리드비(READbie),"판매지수 5,136",2024년 07월
9,35,눈에 갇힌 외딴 산장에서,히가시노 게이고,재인,"판매지수 19,443",2023년 07월
9,36,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월
9,37,"아서 코난 도일, 선상 미스터리 단편 컬렉션",아서 코난 도일,센텐스,"판매지수 3,036",2024년 08월
9,38,영원한 우정으로 1,넬레 노이하우스,북로드,"판매지수 2,574",2022년 07월
9,39,잘린 머리처럼 불길한 것,미쓰다 신조,비채,"판매지수 2,826",2010년 08월
9,40,그리고 아무도 없었다,애거사 크리스티,해문출판사,"판매지수 8,622",2002년 05월
9,41,런던 비밀 강령회,사라 페너,하빌리스,"판매지수 1,044",2024년 08월
9,42,장미의 이름 세트,움베르토 에코,열린책들,"판매지수 7,062",2006년 04월
9,43,"칵테일, 러브, 좀비 (10만 부 기념 특별판)",조예은,안전가옥,"판매지수 2,106",2024년 06월
9,44,영원한 우정으로 2,넬레 노이하우스,북로드,"판매지수 2,616",2022년 07월
9,45,졸업,히가시노 게이고,현대문학,"판매지수 3,996",2019년 07월
9,46,봄철 한정 딸기 타르트 사건,요네자와 호노부,엘릭시르,"판매지수 3,720",2016년 04월
9,47,셜록 홈즈 전집 세트,아서 코난 도일,문예춘추사,"판매지수 5,340",2012년 12월
9,48,에도가와 란포 기담집,에도가와 란포,부커,"판매지수 2,238",2024년 07월
9,49,사랑받지 못한 여자,넬레 노이하우스,북로드,"판매지수 1,578",2012년 06월
9,50,십각관의 살인,아야츠지 유키토,한스미디어,"판매지수 3,618",2005년 07월
9,51,블랙 쇼맨과 운명의 바퀴,히가시노 게이고,알에이치코리아(RHK),"판매지수 24,054",2024년 03월
9,52,곰탕 1,김영탁,arte(아르테),"판매지수 8,796",2018년 03월
9,53,[예스리커버] 트로피컬 나이트,조예은,한겨레출판,"판매지수 10,269",2023년 08월
9,54,2인조,정해연,엘릭시르,"판매지수 3,912",2024년 07월
9,55,추리소설가의 살인사건,히가시노 게이고,소미미디어,"판매지수 4,752",2024년 07월
9,56,용의자들,정해연,위즈덤하우스,"판매지수 8,340",2024년 05월
9,57,명탐정 코난 2,아오야마 고쇼,서울미디어코믹스(서울문화사),"판매지수 3,834",2020년 08월
9,58,직장 상사 악령 퇴치부,이사구,황금가지,"판매지수 9,078",2024년 02월
9,59,금단의 마술,히가시노 게이고,재인,"판매지수 22,164",2024년 02월
9,60,명탐정 코난 3,아오야마 고쇼,서울미디어코믹스(서울문화사),"판매지수 3,852",1997년 02월
9,61,돌이킬 수 없는 약속,야쿠마루 가쿠,북플라자,"판매지수 6,186",2022년 12월
9,62,맥파이 살인 사건,앤터니 호로비츠,열린책들,"판매지수 1,158",2018년 08월
9,63,퇴마록 국내편 1,이우혁,엘릭시르,"판매지수 3,750",2011년 09월
9,64,테디베어는 죽지 않아,조예은,안전가옥,"판매지수 6,048",2023년 06월
9,65,중요한 건 살인,앤터니 호로비츠,열린책들,"판매지수 1,434",2023년 08월
9,66,파리 마카롱 수수께끼,요네자와 호노부,엘릭시르,"판매지수 2,820",2021년 10월
9,67,붉은 손가락,히가시노 게이고,현대문학,"판매지수 4,086",2019년 07월
9,68,벚꽃 지는 계절에 그대를 그리워하네,우타노 쇼고,한스미디어,"판매지수 4,254",2019년 03월
9,69,얼음나무 숲,하지은,황금가지,"판매지수 5,340",2020년 03월
9,70,캐리 (리커버판),스티븐 킹,황금가지,판매지수 750,2024년 08월
9,71,"아픈 것아, 아픈 것아, 날아가라",미아키 스가루,영상출판미디어,"판매지수 3,132",2015년 12월
9,72,검은 집,기시 유스케,창해(새우와 고래),"판매지수 3,972",2004년 08월
9,73,명탐정 코난 4,아오야마 고쇼,서울미디어코믹스(서울문화사),"판매지수 3,102",1997년 03월
9,74,편지,히가시노 게이고,알에이치코리아(RHK),"판매지수 4,242",2019년 04월
9,75,모래시계 외,"로버트 바,  E. P. 버틀러",코너스톤(도서),"판매지수 3,714",2017년 07월
9,76,화차,미야베 미유키,문학동네,"판매지수 1,620",2012년 02월
9,77,살인자의 쇼핑몰 1~2 세트,강지영,자음과모음,"판매지수 2,604",2024년 03월
9,78,촉법소년,김선미,네오픽션,"판매지수 1,311",2024년 08월
9,79,킬에이저,신아인,한끼,"판매지수 1,914",2024년 08월
9,80,망내인,찬호께이,한스미디어,"판매지수 3,828",2023년 06월
9,81,유성의 인연 1,히가시노 게이고,현대문학,"판매지수 2,646",2020년 01월
9,82,둘 중 누군가 그녀를 죽였다,히가시노 게이고,현대문학,"판매지수 2,772",2019년 07월
9,83,모방범 1,미야베 미유키,문학동네,"판매지수 3,930",2012년 03월
9,84,명탐정 코난 8,아오야마 고쇼,서울미디어코믹스(서울문화사),"판매지수 2,496",1997년 05월
9,85,우중괴담,미쓰다 신조,북로드,"판매지수 4,638",2022년 11월
9,86,하쿠바산장 살인사건,히가시노 게이고,알에이치코리아(RHK),"판매지수 5,868",2020년 04월
9,87,모방범 3,미야베 미유키,문학동네,"판매지수 3,570",2012년 03월
9,88,유골에 대한 기이한 취향,엘리스 피터스,북하우스,"판매지수 2,004",2024년 08월
9,89,아침과 저녁의 범죄,후루타 덴,블루홀6,판매지수 528,2024년 09월
9,90,I의 비극,요네자와 호노부,내친구의서재,"판매지수 4,032",2024년 04월
9,91,가가 형사 시리즈 개정판 세트,히가시노 게이고,현대문학,"판매지수 1,488",2019년 07월
9,92,잠자는 숲,히가시노 게이고,현대문학,"판매지수 3,372",2019년 07월
9,93,타나토노트 1,베르나르 베르베르,열린책들,"판매지수 2,472",2000년 09월
9,94,이상한 그림,우케쓰,북다,"판매지수 3,660",2023년 07월
9,95,열린 어둠,렌죠 미키히코,모모,"판매지수 1,944",2022년 12월
9,96,유성의 인연 2,히가시노 게이고,현대문학,"판매지수 2,490",2020년 01월
9,97,산 자와 죽은 자,넬레 노이하우스,북로드,"판매지수 1,164",2015년 06월
9,98,모방범 2,미야베 미유키,문학동네,"판매지수 3,528",2012년 03월
9,99,기암관의 살인,다카노 유시,허밍북스,판매지수 930,2024년 09월
9,100,치유를 파는 찻집,모리사와 아키오,북플라자,"판매지수 3,972",2023년 08월
10,1,당신이 누군가를 죽였다,히가시노 게이고,북다,"판매지수 139,488",2024년 07월
10,2,백설공주에게 죽음을 (특별판),넬레 노이하우스,북로드,"판매지수 39,837",2024년 05월
10,3,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월
10,4,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월
10,5,히든 픽처스,제이슨 르쿨락,문학수첩,"판매지수 25,368",2024년 05월
10,6,엘리펀트 헤드,시라이 토모유키,내친구의서재,"판매지수 9,210",2024년 10월
10,7,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월
10,8,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월
10,9,아이가 없는 집,알렉스 안도릴,필름,"판매지수 43,044",2024년 06월
10,10,카지노,김진명,새움,"판매지수 20,130",2022년 12월
10,11,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월
10,12,회생의 갈림길,마이클 코넬리,알에이치코리아(RHK),"판매지수 4,530",2024년 10월
10,13,카스트라토,표창원,&(앤드),"판매지수 11,406",2024년 09월
10,14,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월
10,15,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월
10,16,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월
10,17,가연물 可燃物,요네자와 호노부,리드비(READbie),"판매지수 10,740",2024년 08월
10,18,홀리,스티븐 킹,황금가지,"판매지수 6,810",2024년 08월
10,19,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월
10,20,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월
10,21,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월
10,22,청과 부동명왕,미야베 미유키,북스피어,"판매지수 4,758",2024년 09월
10,23,적산가옥의 유령,조예은,현대문학,"판매지수 12,330",2024년 06월
10,24,인버트,아이자와 사코,비채,"판매지수 1,296",2024년 10월
10,25,악마의 계약서는 만기 되지 않는다,리러하,팩토리나인,"판매지수 5,370",2022년 08월
10,26,[예스리커버] 트로피컬 나이트,조예은,한겨레출판,"판매지수 10,269",2023년 08월
10,27,마력의 태동,히가시노 게이고,현대문학,"판매지수 9,126",2019년 01월
10,28,오렌지와 빵칼,청예,허블,"판매지수 10,533",2024년 07월
10,29,방주,유키 하루오,블루홀6,"판매지수 11,517",2023년 02월
10,30,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월
10,31,살인 재능,피터 스완슨,푸른숲,"판매지수 3,126",2024년 08월
10,32,제노사이드,다카노 가즈아키,황금가지,"판매지수 10,833",2012년 06월
10,33,오리엔트 특급 살인,애거사 크리스티,황금가지,"판매지수 12,972",2013년 12월
10,34,눈에 갇힌 외딴 산장에서,히가시노 게이고,재인,"판매지수 19,443",2023년 07월
10,35,테디베어는 죽지 않아,조예은,안전가옥,"판매지수 6,048",2023년 06월
10,36,살인자 외,어네스트 밀러 헤밍웨이,코너스톤(도서),"판매지수 6,582",2017년 06월
10,37,추리소설가의 살인사건,히가시노 게이고,소미미디어,"판매지수 4,752",2024년 07월
10,38,숨겨진 건 죽음,앤터니 호로비츠,열린책들,"판매지수 2,964",2024년 08월
10,39,그리고 아무도 없었다,애거사 크리스티,해문출판사,"판매지수 8,622",2002년 05월
10,40,활자잔혹극,루스 렌들,북스피어,"판매지수 7,092",2024년 06월
10,41,용의자들,정해연,위즈덤하우스,"판매지수 8,340",2024년 05월
10,42,블랙 쇼맨과 운명의 바퀴,히가시노 게이고,알에이치코리아(RHK),"판매지수 24,054",2024년 03월
10,43,금단의 마술,히가시노 게이고,재인,"판매지수 22,164",2024년 02월
10,44,하쿠바산장 살인사건,히가시노 게이고,알에이치코리아(RHK),"판매지수 5,868",2020년 04월
10,45,직장 상사 악령 퇴치부,이사구,황금가지,"판매지수 9,078",2024년 02월
10,46,장미의 이름 세트,움베르토 에코,열린책들,"판매지수 7,062",2006년 04월
10,47,붉은 손가락,히가시노 게이고,현대문학,"판매지수 4,086",2019년 07월
10,48,셜록 홈즈 전집 세트,아서 코난 도일,문예춘추사,"판매지수 5,340",2012년 12월
10,49,곰탕 1,김영탁,arte(아르테),"판매지수 8,796",2018년 03월
10,50,걷는 망자,미쓰다 신조,리드비(READbie),"판매지수 5,136",2024년 07월
10,51,귀매,유은지,문학동네,"판매지수 2,538",2024년 07월
10,52,망내인,찬호께이,한스미디어,"판매지수 3,828",2023년 06월
10,53,매스커레이드 게임,히가시노 게이고,현대문학,"판매지수 5,460",2023년 06월
10,54,우중괴담,미쓰다 신조,북로드,"판매지수 4,638",2022년 11월
10,55,벚꽃 지는 계절에 그대를 그리워하네,우타노 쇼고,한스미디어,"판매지수 4,254",2019년 03월
10,56,모래시계 외,"로버트 바,  E. P. 버틀러",코너스톤(도서),"판매지수 3,714",2017년 07월
10,57,모방범 2,미야베 미유키,문학동네,"판매지수 3,528",2012년 03월
10,58,13계단,다카노 가즈아키,황금가지,"판매지수 4,236",2005년 12월
10,59,잠자는 숲,히가시노 게이고,현대문학,"판매지수 3,372",2019년 07월
10,60,모방범 1,미야베 미유키,문학동네,"판매지수 3,930",2012년 03월
10,61,타나토노트 1,베르나르 베르베르,열린책들,"판매지수 2,472",2000년 09월
10,62,"칵테일, 러브, 좀비 (10만 부 기념 특별판)",조예은,안전가옥,"판매지수 2,106",2024년 06월
10,63,돌이킬 수 없는 약속,야쿠마루 가쿠,북플라자,"판매지수 6,186",2022년 12월
10,64,육법추리,이가라시 리쓰토,폭스코너,판매지수 786,2024년 10월
10,65,영원한 우정으로 1,넬레 노이하우스,북로드,"판매지수 2,574",2022년 07월
10,66,애크로이드 살인 사건,애거사 크리스티,황금가지,"판매지수 4,800",2013년 12월
10,67,사랑받지 못한 여자,넬레 노이하우스,북로드,"판매지수 1,578",2012년 06월
10,68,영원한 우정으로 2,넬레 노이하우스,북로드,"판매지수 2,616",2022년 07월
10,69,둘 중 누군가 그녀를 죽였다,히가시노 게이고,현대문학,"판매지수 2,772",2019년 07월
10,70,졸업,히가시노 게이고,현대문학,"판매지수 3,996",2019년 07월
10,71,명탐정 코난 2,아오야마 고쇼,서울미디어코믹스(서울문화사),"판매지수 3,834",2020년 08월
10,72,명탐정의 제물,시라이 토모유키,내친구의서재,"판매지수 3,954",2023년 07월
10,73,블랙 쇼맨과 환상의 여자,히가시노 게이고,알에이치코리아(RHK),"판매지수 5,892",2023년 04월
10,74,모방범 3,미야베 미유키,문학동네,"판매지수 3,570",2012년 03월
10,75,6시간 후 너는 죽는다,다카노 가즈아키,황금가지,"판매지수 1,710",2009년 03월
10,76,십계,유키 하루오,블루홀6,"판매지수 6,036",2024년 07월
10,77,더블,정해연,해피북스투유,"판매지수 2,670",2023년 01월
10,78,영매탐정 조즈카,아이자와 사코,비채,판매지수 738,2021년 05월
10,79,"아픈 것아, 아픈 것아, 날아가라",미아키 스가루,영상출판미디어,"판매지수 3,132",2015년 12월
10,80,다빈치 코드 1,댄 브라운,문학수첩,"판매지수 2,286",2013년 12월
10,81,봄철 한정 딸기 타르트 사건,요네자와 호노부,엘릭시르,"판매지수 3,720",2016년 04월
10,82,내가 그를 죽였다,히가시노 게이고,현대문학,"판매지수 2,430",2019년 07월
10,83,다빈치 코드 2,댄 브라운,문학수첩,"판매지수 2,196",2013년 12월
10,84,명탐정 코난 4,아오야마 고쇼,서울미디어코믹스(서울문화사),"판매지수 3,102",1997년 03월
10,85,명탐정 코난 3,아오야마 고쇼,서울미디어코믹스(서울문화사),"판매지수 3,852",1997년 02월
10,86,촉법소년,김선미,네오픽션,"판매지수 1,311",2024년 08월
10,87,중요한 건 살인,앤터니 호로비츠,열린책들,"판매지수 1,434",2023년 08월
10,88,이상한 집,우케쓰,리드비(READbie),"판매지수 5,514",2022년 10월
10,89,밀실살인게임,우타노 쇼고,한스미디어,"판매지수 2,796",2022년 08월
10,90,파리 마카롱 수수께끼,요네자와 호노부,엘릭시르,"판매지수 2,820",2021년 10월
10,91,맥파이 살인 사건,앤터니 호로비츠,열린책들,"판매지수 1,158",2018년 08월
10,92,아이 윌 파인드 유,할런 코벤,문학수첩,"판매지수 1,248",2024년 10월
10,93,에도가와 란포 기담집,에도가와 란포,부커,"판매지수 2,238",2024년 07월
10,94,기도의 막이 내릴 때,히가시노 게이고,재인,"판매지수 2,046",2019년 08월
10,95,명탐정 코난 8,아오야마 고쇼,서울미디어코믹스(서울문화사),"판매지수 2,496",1997년 05월
10,96,2인조,정해연,엘릭시르,"판매지수 3,912",2024년 07월
10,97,편지,히가시노 게이고,알에이치코리아(RHK),"판매지수 4,242",2019년 04월
10,98,"아서 코난 도일, 선상 미스터리 단편 컬렉션",아서 코난 도일,센텐스,"판매지수 3,036",2024년 08월
10,99,방황하는 칼날,히가시노 게이고,하빌리스,"판매지수 2,676",2021년 07월
10,100,블랙 쇼맨과 이름 없는 마을의 살인,히가시노 게이고,알에이치코리아(RHK),"판매지수 5,334",2020년 11월
11,1,당신이 누군가를 죽였다,히가시노 게이고,북다,"판매지수 139,488",2024년 07월
11,2,리버 1,오쿠다 히데오,은행나무,"판매지수 20,232",2024년 11월
11,3,리버 2,오쿠다 히데오,은행나무,"판매지수 18,675",2024년 11월
11,4,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월
11,5,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월
11,6,고딕 × 호러 × 제주,빗물,빚은책들,"판매지수 4,149",2024년 11월
11,7,히든 픽처스,제이슨 르쿨락,문학수첩,"판매지수 25,368",2024년 05월
11,8,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월
11,9,미로장의 참극,요코미조 세이시,시공사,"판매지수 5,601",2024년 11월
11,10,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월
11,11,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월
11,12,엘리펀트 헤드,시라이 토모유키,내친구의서재,"판매지수 9,210",2024년 10월
11,13,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월
11,14,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월
11,15,아이가 없는 집,알렉스 안도릴,필름,"판매지수 43,044",2024년 06월
11,16,카스트라토,표창원,&(앤드),"판매지수 11,406",2024년 09월
11,17,카지노,김진명,새움,"판매지수 20,130",2022년 12월
11,18,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월
11,19,늑대 사이의 학,허주은,시공사,"판매지수 5,526",2024년 10월
11,20,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월
11,21,백설공주에게 죽음을 (특별판),넬레 노이하우스,북로드,"판매지수 39,837",2024년 05월
11,22,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월
11,23,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월
11,24,스파이 코스트,테스 게리첸,미래지향,"판매지수 16,548",2024년 11월
11,25,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월
11,26,가연물 可燃物,요네자와 호노부,리드비(READbie),"판매지수 10,740",2024년 08월
11,27,적산가옥의 유령,조예은,현대문학,"판매지수 12,330",2024년 06월
11,28,마력의 태동,히가시노 게이고,현대문학,"판매지수 9,126",2019년 01월
11,29,오렌지와 빵칼,청예,허블,"판매지수 10,533",2024년 07월
11,30,방주,유키 하루오,블루홀6,"판매지수 11,517",2023년 02월
11,31,오리엔트 특급 살인,애거사 크리스티,황금가지,"판매지수 12,972",2013년 12월
11,32,[예스리커버] 트로피컬 나이트,조예은,한겨레출판,"판매지수 10,269",2023년 08월
11,33,살인자 외,어네스트 밀러 헤밍웨이,코너스톤(도서),"판매지수 6,582",2017년 06월
11,34,그리고 아무도 없었다,애거사 크리스티,해문출판사,"판매지수 8,622",2002년 05월
11,35,회생의 갈림길,마이클 코넬리,알에이치코리아(RHK),"판매지수 4,530",2024년 10월
11,36,곰탕 1,김영탁,arte(아르테),"판매지수 8,796",2018년 03월
11,37,이상한 집,우케쓰,리드비(READbie),"판매지수 5,514",2022년 10월
11,38,하쿠바산장 살인사건,히가시노 게이고,알에이치코리아(RHK),"판매지수 5,868",2020년 04월
11,39,셜록 홈즈 전집 세트,아서 코난 도일,문예춘추사,"판매지수 5,340",2012년 12월
11,40,장미의 이름 세트,움베르토 에코,열린책들,"판매지수 7,062",2006년 04월
11,41,제노사이드,다카노 가즈아키,황금가지,"판매지수 10,833",2012년 06월
11,42,추리소설가의 살인사건,히가시노 게이고,소미미디어,"판매지수 4,752",2024년 07월
11,43,눈에 갇힌 외딴 산장에서,히가시노 게이고,재인,"판매지수 19,443",2023년 07월
11,44,돌이킬 수 없는 약속,야쿠마루 가쿠,북플라자,"판매지수 6,186",2022년 12월
11,45,금단의 마술,히가시노 게이고,재인,"판매지수 22,164",2024년 02월
11,46,활자잔혹극,루스 렌들,북스피어,"판매지수 7,092",2024년 06월
11,47,테디베어는 죽지 않아,조예은,안전가옥,"판매지수 6,048",2023년 06월
11,48,표정 없는 검사의 사투,나카야마 시치리,블루홀6,"판매지수 1,908",2024년 11월
11,49,우중괴담,미쓰다 신조,북로드,"판매지수 4,638",2022년 11월
11,50,붉은 손가락,히가시노 게이고,현대문학,"판매지수 4,086",2019년 07월
11,51,홀리,스티븐 킹,황금가지,"판매지수 6,810",2024년 08월
11,52,제로의 늦여름,이와이 슌지,비채,판매지수 888,2024년 09월
11,53,용의자들,정해연,위즈덤하우스,"판매지수 8,340",2024년 05월
11,54,매스커레이드 게임,히가시노 게이고,현대문학,"판매지수 5,460",2023년 06월
11,55,곰탕 2,김영탁,arte(아르테),"판매지수 6,690",2018년 03월
11,56,악마의 계약서는 만기 되지 않는다,리러하,팩토리나인,"판매지수 5,370",2022년 08월
11,57,아이 윌 파인드 유,할런 코벤,문학수첩,"판매지수 1,248",2024년 10월
11,58,십계,유키 하루오,블루홀6,"판매지수 6,036",2024년 07월
11,59,말로 머더 클럽,로버트 소로굿,열린책들,판매지수 906,2024년 10월
11,60,2인조,정해연,엘릭시르,"판매지수 3,912",2024년 07월
11,61,망내인,찬호께이,한스미디어,"판매지수 3,828",2023년 06월
11,62,졸업,히가시노 게이고,현대문학,"판매지수 3,996",2019년 07월
11,63,모방범 1,미야베 미유키,문학동네,"판매지수 3,930",2012년 03월
11,64,청과 부동명왕,미야베 미유키,북스피어,"판매지수 4,758",2024년 09월
11,65,블랙 쇼맨과 운명의 바퀴,히가시노 게이고,알에이치코리아(RHK),"판매지수 24,054",2024년 03월
11,66,얼음나무 숲,하지은,황금가지,"판매지수 5,340",2020년 03월
11,67,잠자는 숲,히가시노 게이고,현대문학,"판매지수 3,372",2019년 07월
11,68,앨리스 죽이기,고바야시 야스미,검은숲,"판매지수 3,198",2015년 12월
11,69,매스커레이드 호텔,히가시노 게이고,현대문학,"판매지수 3,630",2012년 07월
11,70,이상한 그림,우케쓰,북다,"판매지수 3,660",2023년 07월
11,71,셜록 홈즈 전집 세트,아서 코난 도일,황금가지,"판매지수 2,868",2002년 10월
11,72,블랙 쇼맨과 환상의 여자,히가시노 게이고,알에이치코리아(RHK),"판매지수 5,892",2023년 04월
11,73,블랙 쇼맨과 이름 없는 마을의 살인,히가시노 게이고,알에이치코리아(RHK),"판매지수 5,334",2020년 11월
11,74,"아픈 것아, 아픈 것아, 날아가라",미아키 스가루,영상출판미디어,"판매지수 3,132",2015년 12월
11,75,매스커레이드 이브,히가시노 게이고,현대문학,"판매지수 3,060",2015년 08월
11,76,타나토노트 1,베르나르 베르베르,열린책들,"판매지수 2,472",2000년 09월
11,77,누굴 죽였을까,정해연,북다,"판매지수 5,076",2024년 02월
11,78,모래시계 외,"로버트 바,  E. P. 버틀러",코너스톤(도서),"판매지수 3,714",2017년 07월
11,79,애크로이드 살인 사건,애거사 크리스티,황금가지,"판매지수 4,800",2013년 12월
11,80,벚꽃 지는 계절에 그대를 그리워하네,우타노 쇼고,한스미디어,"판매지수 4,254",2019년 03월
11,81,직장 상사 악령 퇴치부,이사구,황금가지,"판매지수 9,078",2024년 02월
11,82,내가 그를 죽였다,히가시노 게이고,현대문학,"판매지수 2,430",2019년 07월
11,83,편지,히가시노 게이고,알에이치코리아(RHK),"판매지수 4,242",2019년 04월
11,84,방황하는 칼날,히가시노 게이고,하빌리스,"판매지수 2,676",2021년 07월
11,85,모방범 3,미야베 미유키,문학동네,"판매지수 3,570",2012년 03월
11,86,모방범 2,미야베 미유키,문학동네,"판매지수 3,528",2012년 03월
11,87,돼지의 피,나연만,북다,판매지수 684,2024년 10월
11,88,둘 중 누군가 그녀를 죽였다,히가시노 게이고,현대문학,"판매지수 2,772",2019년 07월
11,89,매스커레이드 나이트,히가시노 게이고,현대문학,"판매지수 2,514",2018년 08월
11,90,당신의 비밀,이종관,고즈넉이엔티,"판매지수 1,080",2024년 09월
11,91,숨겨진 건 죽음,앤터니 호로비츠,열린책들,"판매지수 2,964",2024년 08월
11,92,걷는 망자,미쓰다 신조,리드비(READbie),"판매지수 5,136",2024년 07월
11,93,파리 마카롱 수수께끼,요네자와 호노부,엘릭시르,"판매지수 2,820",2021년 10월
11,94,동트기 힘든 긴 밤,쯔진천,한스미디어,"판매지수 1,290",2018년 11월
11,95,다빈치 코드 1,댄 브라운,문학수첩,"판매지수 2,286",2013년 12월
11,96,십각관의 살인,아야츠지 유키토,한스미디어,"판매지수 3,618",2005년 07월
11,97,클론,문정,행복우물,"판매지수 2,868",2024년 12월
11,98,타오,김세화,나비클럽,판매지수 546,2024년 10월
11,99,육법추리,이가라시 리쓰토,폭스코너,판매지수 786,2024년 10월
11,100,피와 기름,단요,래빗홀,"판매지수 2,385",2024년 11월
12,1,당신이 누군가를 죽였다,히가시노 게이고,북다,"판매지수 139,488",2024년 07월
12,2,스파이 코스트,테스 게리첸,미래지향,"판매지수 16,548",2024년 11월
12,3,리버 1,오쿠다 히데오,은행나무,"판매지수 20,232",2024년 11월
12,4,리버 2,오쿠다 히데오,은행나무,"판매지수 18,675",2024년 11월
12,5,"칵테일, 러브, 좀비",조예은,안전가옥,"판매지수 48,930",2020년 04월
12,6,용의자 X의 헌신,히가시노 게이고,재인,"판매지수 48,414",2017년 08월
12,7,히든 픽처스,제이슨 르쿨락,문학수첩,"판매지수 25,368",2024년 05월
12,8,트로피컬 나이트,조예은,한겨레출판,"판매지수 20,289",2022년 08월
12,9,그리고 아무도 없었다,애거사 크리스티,황금가지,"판매지수 24,378",2013년 12월
12,10,오리엔트 특급 살인,애거사 크리스티,황금가지,"판매지수 12,972",2013년 12월
12,11,악의,히가시노 게이고,현대문학,"판매지수 30,816",2019년 07월
12,12,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월
12,13,카지노,김진명,새움,"판매지수 20,130",2022년 12월
12,14,아이가 없는 집,알렉스 안도릴,필름,"판매지수 43,044",2024년 06월
12,15,코너스톤 셜록 홈즈 전집,아서 코난 도일,코너스톤(도서),"판매지수 17,406",2016년 01월
12,16,백광,렌죠 미키히코,모모,"판매지수 13,392",2022년 02월
12,17,라플라스의 마녀,히가시노 게이고,현대문학,"판매지수 18,531",2016년 01월
12,18,늑대 사이의 학,허주은,시공사,"판매지수 5,526",2024년 10월
12,19,방주,유키 하루오,블루홀6,"판매지수 11,517",2023년 02월
12,20,가면산장 살인사건,히가시노 게이고,재인,"판매지수 16,269",2014년 09월
12,21,엘리펀트 헤드,시라이 토모유키,내친구의서재,"판매지수 9,210",2024년 10월
12,22,13.67,찬호께이,한스미디어,"판매지수 12,468",2023년 01월
12,23,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,"판매지수 29,916",2023년 07월
12,24,제노사이드,다카노 가즈아키,황금가지,"판매지수 10,833",2012년 06월
12,25,미로장의 참극,요코미조 세이시,시공사,"판매지수 5,601",2024년 11월
