월,순위,제목,저자,출판사,판매지수,출판 년월
2,4,듄 신장판 전집 세트,프랭크 허버트,황금가지,"판매지수 28,932",2021년 01월
2,5,[예스리커버] 우리가 빛의 속도로 갈 수 없다면,김초엽,허블,"판매지수 53,538",2019년 06월
2,6,천 개의 파랑,천선란,허블,"판매지수 55,245",2020년 08월
2,7,듄의 세계,톰 허들스턴,황금가지,"판매지수 6,672",2024년 01월
2,8,듄 신장판 1,프랭크 허버트,황금가지,"판매지수 18,270",2021년 01월
2,9,삼체 1~3 세트,류츠신,자음과모음,"판매지수 112,236",2024년 06월
2,10,꿀벌의 예언 2,베르나르 베르베르,열린책들,"판매지수 13,176",2023년 06월
2,11,꿀벌의 예언 1,베르나르 베르베르,열린책들,"판매지수 13,170",2023년 06월
2,12,당신 인생의 이야기,테드 창,엘리,"판매지수 19,269",2016년 10월
2,13,심판,베르나르 베르베르,열린책들,"판매지수 17,298",2020년 08월
2,14,저주토끼,정보라,래빗홀,"판매지수 25,566",2023년 04월
2,15,화씨 451,레이 브래드버리,황금가지,"판매지수 11,304",2009년 03월
2,16,수확자,닐 셔스터먼,열린책들,"판매지수 8,778",2023년 02월
2,17,[예스리커버] 천 개의 파랑,천선란,허블,"판매지수 3,798",2022년 11월
2,18,당신 인생의 이야기 (리커버),테드 창,엘리,"판매지수 7,236",2020년 01월
2,19,수확자 시리즈 세트,닐 셔스터먼,열린책들,"판매지수 9,018",2023년 02월
2,20,제노사이드,다카노 가즈아키,황금가지,"판매지수 10,833",2012년 06월
2,21,미키7 소설 세트,에드워드 애슈턴,황금가지,"판매지수 8,538",2023년 11월
2,22,마지막 증명,이하진,안전가옥,"판매지수 3,228",2024년 01월
2,23,종의 기원담,김보영,아작,"판매지수 8,652",2023년 06월
2,24,게임 체인저,닐 셔스터먼,열린책들,"판매지수 1,212",2024년 02월
2,25,노인을 위한 나라는 있다,정성문,예미,"판매지수 1,098",2024년 01월
2,26,돌이킬 수 있는,문목하,아작,"판매지수 21,552",2018년 12월
2,27,숨,테드 창,엘리,"판매지수 10,953",2019년 05월
2,28,마션,앤디 위어,알에이치코리아(RHK),"판매지수 13,500",2021년 05월
2,29,이끼숲,천선란,자이언트북스,"판매지수 9,246",2023년 05월
2,30,해리 오거스트의 열다섯 번째 삶,클레어 노스,미래인,판매지수 552,2018년 08월
2,31,듄 신장판 2,프랭크 허버트,황금가지,"판매지수 6,888",2021년 01월
2,32,아르테미스,앤디 위어,알에이치코리아(RHK),"판매지수 6,282",2021년 05월
2,33,[작가만남] 『지구 생물체는 항복하라』 정보라 소설가 북토크 with 은유 작가 (1인 입장권),정보라,래빗홀,판매지수 420,N/A
2,34,미키7,에드워드 애슈턴,황금가지,"판매지수 5,052",2022년 07월
2,35,그러나 누군가는 더 검은 밤을 원한다,우다영,문학과지성사,"판매지수 2,106",2023년 12월
2,36,화성과 나,배명훈,래빗홀,"판매지수 1,680",2023년 11월
2,37,깃털,김정혜진,허블,"판매지수 2,094",2020년 07월
2,38,안드로이드는 전기양의 꿈을 꾸는가?,필립 K. 딕,폴라북스,"판매지수 6,228",2013년 09월
2,39,미키7 : 반물질의 블루스,에드워드 애슈턴,황금가지,"판매지수 2,454",2023년 11월
2,40,다섯 번째 감각,김보영,아작,"판매지수 4,269",2022년 02월
2,41,어떤 물질의 사랑,천선란,아작,"판매지수 7,071",2020년 07월
2,42,듄 신장판 3,프랭크 허버트,황금가지,"판매지수 3,264",2021년 01월
2,43,은하수를 여행하는 히치하이커를 위한 안내서 1,더글러스 애덤스,책세상,"판매지수 10,500",2004년 12월
