Month,Title,Author,Publisher,Publish_Date,Category
3,지구 끝의 온실,김초엽,자이언트북스,2021.08.18,sf
3,샤이닝,욘 포세,문학동네,2024.03.15,일반
3,잘못된 장소 잘못된 시간,질리언 매캘리스터,시옷북스,2023.07.27,mystery
3,황금종이 2,조정래,해냄출판사,2023.11.21,일반
3,1984,조지 오웰,민음사,2007.03.30,일반
3,왜 나는 너를 사랑하는가(70만 부 기념 리커버),알랭 드 보통,청미래,2022.11.10,일반
3,금단의 마술,히가시노 게이고,재인,2023.10.27,mystery
3,황금종이 1,조정래,해냄출판사,2023.11.21,일반
3,철도원 삼대,황석영,창비,2020.06.05,일반
3,바다가 들리는 편의점,마치다 소노코,모모,2023.03.24,일반
3,광인,이혁진,민음사,2023.11.24,일반
3,나는 소망한다 내게 금지된 것을,양귀자,쓰다,2019.04.20,일반
3,사라진 것들,앤드루 포터,문학동네,2024.01.15,일반
3,리틀 라이프 2,한야 야나기하라,시공사,2016.06.16,일반
3,천 개의 파랑,천선란,허블,2020.08.19,sf
3,우리가 빛의 속도로 갈 수 없다면,김초엽,허블,2019.06.24,sf
3,데미안: 오리지널 초판본 표지디자인,이미영,코너스톤,2016.07.22,일반
3,소년이 온다,한강,창비,2014.05.19,일반
3,회색 인간,김동식,요다,2017.12.27,일반
3,난장이가 쏘아올린 작은 공,조세희,이성과힘,2024.02.15,일반
3,아몬드,손원평,다즐링,2023.07.14,일반
3,듄 2: 듄의 메시아(DUNE MESSIAH),프랭크 허버트,황금가지,2021.01.21,sf
3,스토너,존 윌리엄스,알에이치코리아,2015.01.02,일반
3,소설 보다: 봄 2024,김채원 외,문학과지성사,2024.03.14,일반
3,어린 왕자(오리지널 초판본)(무선),앙투안 드 생텍쥐페리,코너스톤,2020.09.22,일반
3,종의 기원,정유정,은행나무,2016.05.16,일반
3,각각의 계절,권여선,문학동네,2023.05.07,일반
3,달러구트 꿈 백화점,이미예,팩토리나인,2020.07.08,fantasy
3,페인트,이희영,창비,2019.11.29,일반
3,노인과 바다,어니스트 헤밍웨이,민음사,2012.01.02,일반
3,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",이치조 미사키,모모,2021.06.28,일반
3,속임수의 섬,히가시가와 도쿠야,북다,2024.01.29,mystery
3,아침 그리고 저녁,욘 포세,문학동네,2019.07.26,일반
3,"칵테일, 러브, 좀비 (리커버)",조예은,안전가옥,2023.01.25,mystery
3,호밀밭의 파수꾼,제롬 데이비드 샐린저,민음사,2023.01.17,일반
3,수레바퀴 아래서: 오리지널 초판본 표지디자인,김선형,코너스톤,2016.06.10,일반
3,설국,가와바타 야스나리,민음사,2009.01.20,일반
3,7인 1역,렌죠 미키히코,모모,2023.12.01,일반
3,프랑켄슈타인,메리 셸리,문학동네,2012.06.18,일반
3,듄의 세계,톰 허들스턴,황금가지,2024.01.04,sf
3,나미야 잡화점의 기적(무선 보급판),히가시노 게이고,현대문학,2022.12.19,일반
3,아가미,구병모,위즈덤하우스,2018.03.30,일반
3,2024 제15회 젊은작가상 수상작품집,김멜라 외,문학동네,2024.03.31,일반
3,로기완을 만났다(리마스터판),조해진,창비,2024.02.16,일반
3,달과 6펜스,서머싯 몸,민음사,2000.06.20,일반
3,폴링 인 폴,백수린,문학동네,2024.02.29,일반
3,이반 일리치의 죽음 · 광인의 수기,레프 톨스토이,열린책들,2024.03.05,일반
3,해리 포터와 마법사의 돌 1(해리포터 20주년 개정판),J. K. 롤링,문학수첩,2019.11.19,fantasy
3,브람스를 좋아하세요,프랑수아즈 사강,민음사,2008.05.02,일반
3,단 한 사람,최진영,한겨레출판사,2023.09.30,일반
3,삼체 2: 암흑의 숲,류츠신,자음과모음,2022.02.15,일반
3,해가 지는 곳으로,최진영,민음사,2017.06.30,일반
3,돌연한 출발,프란츠 카프카,민음사,2023.04.07,일반
3,흐르는 강물처럼,셸리 리드,다산책방,2024.01.08,일반
3,직장 상사 악령 퇴치부,이사구,황금가지,2024.02.15,mystery
3,이반 일리치의 죽음,레프 톨스토이,민음사,2023.12.08,일반
3,용의자 X의 헌신,히가시노 게이고,재인,2017.08.30,mystery
3,해리 포터와 마법사의 돌 2(해리포터 20주년 개정판),J. K. 롤링,문학수첩,2019.11.19,fantasy
3,페스트,알베르 카뮈,민음사,2011.04.03,일반
