Month,Title,Author,Publisher,Publish_Date,Category
6,1984,조지 오웰,민음사,2007.03.30,일반
6,밝은 밤,최은영,문학동네,2021.07.27,일반
6,삼체 3: 사신의 영생,류츠신,자음과모음,2022.02.15,일반
6,바다가 들리는 편의점,마치다 소노코,모모,2023.03.24,일반
6,동물농장,조지 오웰,민음사,2009.01.07,일반
6,아버지의 해방일지,정지아,창비,2022.09.02,일반
6,"칵테일, 러브, 좀비 (리커버)",조예은,안전가옥,2023.01.25,mystery
6,우리가 빛의 속도로 갈 수 없다면,김초엽,허블,2019.06.24,sf
6,"어서 오세요, 휴남동 서점입니다",황보름,클레이하우스,2022.01.17,일반
6,어린 왕자,앙투안 드 생택쥐페리,열린책들,2015.10.20,일반
6,노인과 바다,어니스트 헤밍웨이,민음사,2012.01.02,일반
6,트러스트,에르난 디아스,문학동네,2023.02.24,일반
6,여름,이디스 워튼,민음사,2020.08.14,일반
6,물을 수놓다,데라치 하루나,북다,2024.05.20,일반
6,브람스를 좋아하세요,프랑수아즈 사강,민음사,2008.05.02,일반
6,달과 6펜스,서머싯 몸,민음사,2000.06.20,일반
6,시지프 신화,알베르 카뮈,민음사,2016.06.17,일반
6,씨 유 어게인,김지윤,클레이하우스,2024.06.05,일반
6,달러구트 꿈 백화점,이미예,팩토리나인,2020.07.08,fantasy
6,스토너,존 윌리엄스,알에이치코리아,2015.01.02,일반
6,나미야 잡화점의 기적(무선 보급판),히가시노 게이고,현대문학,2022.12.19,일반
6,천 개의 파랑,천선란,허블,2020.08.19,sf
6,작별하지 않는다,한강,문학동네,2021.09.09,일반
6,용의자들,정해연,위즈덤하우스,2024.05.16,mystery
6,바깥은 여름,김애란,문학동네,2017.06.28,일반
6,페인트,이희영,창비,2019.11.29,일반
6,참을 수 없는 존재의 가벼움,밀란 쿤데라,민음사,2009.12.24,일반
6,귀신들의 땅,천쓰홍,민음사,2023.12.29,일반
6,멋진 신세계,올더스 헉슬리,소담출판사,2015.06.12,일반
6,일러두기(제47회 이상문학상 작품집 2024년),조경란 외,문학사상,2024.04.09,일반
6,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",이치조 미사키,모모,2021.06.28,일반
6,지구 끝의 온실,김초엽,자이언트북스,2021.08.18,sf
6,남은 인생 10년,고사카 루카,모모,2024.03.22,romance
6,여름의 빌라,백수린,문학동네,2020.07.07,일반
6,메리골드 마음 사진관,윤정은,북로망스,2024.01.12,fantasy
6,너무나 많은 여름이,김연수,레제,2023.06.26,일반
6,악의,히가시노 게이고,현대문학,2019.07.25,일반
6,급류,정대건,민음사,2022.12.22,일반
6,용의자 X의 헌신,히가시노 게이고,재인,2017.08.30,mystery
6,아가미,구병모,위즈덤하우스,2018.03.30,일반
6,수레바퀴 아래서: 오리지널 초판본 표지디자인,김선형,코너스톤,2016.06.10,일반
6,해리 포터와 마법사의 돌 1(해리포터 20주년 개정판),J. K. 롤링,문학수첩,2019.11.19,fantasy
